"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","FQ2IWe src","Jn12ke src","ah5Ghc","ah5Ghc 2","M4A5Cf"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"https://www.google.com/maps/place/KARMENSEVE+Coffee+Shop/data=!4m7!3m6!1s0x2dd7fbd49a32bf13:0xa41d1f0b078e68b1!8m2!3d-7.2704953!4d112.7609238!16s%2Fg%2F11bw_5mp3f!19sChIJE78ymtT71y0RsWiOBwsfHaQ?authuser=0&hl=id&rclk=1","KARMENSEVE Coffee Shop","4,6","(454)","·","Rp 25–50 rb","Kafe","·","","·","Jl. Karang Menjangan V No.8","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGdHy8CSRWXf40U3A-PNjm9I4bETm9YdahOrlGgsnvs79GsIaxqKwhFRAFKwWfWlbnmC37eFM7CZ5biV6jTaF1UvcCae-s0sBzzl462NPduS1vsgiCB3KHjoPy6yRVy808maGWDkQ=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Walau tempat kecil,","cafe",""
"https://www.google.com/maps/place/Toko+Kopi+Karmen/data=!4m7!3m6!1s0x2dd7fb07c8d2e6c9:0x715b6b00f512ba7c!8m2!3d-7.271078!4d112.7603459!16s%2Fg%2F11scjs432x!19sChIJyebSyAf71y0RfLoS9QBrW3E?authuser=0&hl=id&rclk=1","Toko Kopi Karmen","4,8","(225)","·","Rp 1–25.000","Kedai Kopi","·","","Jl. Karang Menjangan No.52, RT.001/RW.08","","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFpdx9XnF5XxXZOP56NZVIaknESPEe6aDBPnmPr8Cg2a3k5DPT3co3L4TNAHxn3dM8RxXvXQyRS_xM09ccaSAqp2DTm43LHZjwXKF6PdTR_1be1jqi151AoeMZ9xw-NsrPX5AUMoJOfMtbe=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Cafe",""
"https://www.google.com/maps/place/Tarantula+Barak+Coffee/data=!4m7!3m6!1s0x2dd7f97fd150dacd:0x69b73bd2f505f12e!8m2!3d-7.2657292!4d112.7604638!16s%2Fg%2F11mtd05j9w!19sChIJzdpQ0X_51y0RLvEF9dI7t2k?authuser=0&hl=id&rclk=1","Tarantula Barak Coffee","4,8","(142)","·","Rp 25–50 rb","Kedai Kopi","·","","Jl. Kedung Sroko No.135, RW.03","","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEIpY1FCMP7-vwe43z8y2dFWH0e-4xDam2_1HnRKUUXiH3PDlPOELRtUKQZUIVhfJdNMu2Zo-uUp1EoBcmXHSrQ-0RI5ZxHfjlRDJfEIweoNzSg4Ig_rlcmhESrPYq-AxyjMb56_Q=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Affordable coffee.""","",""
"https://www.google.com/maps/place/Pukul+Satu+Kopi/data=!4m7!3m6!1s0x2dd7fbe0a7893f01:0x821f3404de8a92d5!8m2!3d-7.2767447!4d112.7557838!16s%2Fg%2F11h5p_l04j!19sChIJAT-Jp-D71y0R1ZKK3gQ0H4I?authuser=0&hl=id&rclk=1","Pukul Satu Kopi","4,7","(759)","·","Rp 1–25.000","Kedai Kopi","·","","·","Jl. Dharmawangsa No.142a","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAErrJxCQv3Xay__5fkHGg6yf-RgoH5Ops29a2xh59MlaleqIHy090t_cRHXTWyLDtdCSipEyQvgS5OSMgwSoHH8_ZcKVT4YbPyIaalrpGfzGhF2XpxTRA_IPIEv_AIBomDj7v8Op2bRcKXP=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""kopi nya enak creamy, ESPRESSO nya kerasa
yang varian Kopi PSK creamy""","",""
"https://www.google.com/maps/place/TETRA+Coffee+%26+Eatery+-+Surabaya/data=!4m7!3m6!1s0x2dd7fb73b554413b:0x385bdc7442e7c05!8m2!3d-7.2782914!4d112.7532476!16s%2Fg%2F11x970s5yk!19sChIJO0FUtXP71y0RBXwuRMe9hQM?authuser=0&hl=id&rclk=1","TETRA Coffee & Eatery - Surabaya","4,6","(593)","·","Rp 25–50 rb","Kedai Kopi","·","","Jl. Kertajaya No.78","","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFZXneALfOwx41kdVQwJmCnQYmEwjpa00LLZkPFK_7WipN0eBbq6r1QbhbW1xKW4woDldWvXyX71_V-4qEaIJkIvAWfgq-WhR82nwsJZvD0QC1U0Ov3vGUSKAxZRnfcqt7e1jd4KiLcqrY=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kopi mantap, makanan enak, service ramah, tempat bersih dan nyaman""","",""
"https://www.google.com/maps/place/TECO+Specialty+Coffee+-+Dharmawangsa/data=!4m7!3m6!1s0x2dd7fbf81ca1ba3d:0x2f08f97fc9657491!8m2!3d-7.2725268!4d112.7562024!16s%2Fg%2F11pyyzm2bv!19sChIJPbqhHPj71y0RkXRlyX_5CC8?authuser=0&hl=id&rclk=1","TECO Specialty Coffee - Dharmawangsa","4,5","(105)","·","Rp 1–25.000","Kedai Kopi","·","","Jl. Dharmawangsa No.78","","Buka","· Tutup pukul 23.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGZ45aRE3-ZygZ_gHiQKTZ10I_7FV-TqowNUZLM-nUkI1HWtIkJMgx9oLlKoatQGkQDqP9TMqvqJ4QDXuO3X-HLpgs4eyT7moqleKNEvNpTpxL2ih3AY4QtXkjbwy7rVz8xmkcn=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Nyaman cafenya, kopinya juga enak""","",""
"https://www.google.com/maps/place/Sixma+Coffee/data=!4m7!3m6!1s0x2dd7fb0053d49013:0xe46ad4ca31c4795d!8m2!3d-7.2714713!4d112.7550646!16s%2Fg%2F11ymhng18v!19sChIJE5DUUwD71y0RXXnEMcrUauQ?authuser=0&hl=id&rclk=1","Sixma Coffee","5,0","(24)","·","Rp 1–25.000","Kedai Kopi","·","","Jl. Dharmawangsa Barat No.47a","","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEAhQS3VFH2vJ_brt0ju_jHdGfxBZEq-8rlF-0PXwnHDp0PU5-BcH3ll0jDvLMNHIvTiMzrop1L6jQOLNnq02Uld3bZqUBPtLq_YsIfGbS9Y_hB6gubxobph2TiLo8NYnfzkOF3JbzhY18C=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Menu kopi uenak harga terjangkau ajah cuma 10 rb an.""","",""
"https://www.google.com/maps/place/ARAH+Coffee+Kertajaya/data=!4m7!3m6!1s0x2dd7fb108d7b8665:0x41b1f0afdd830086!8m2!3d-7.2783105!4d112.757391!16s%2Fg%2F11mry3d_hk!19sChIJZYZ7jRD71y0RhgCD3a_wsUE?authuser=0&hl=id&rclk=1","ARAH Coffee Kertajaya","4,6","(243)","·","Rp 25–50 rb","Kafe","·","","Jl. Kertajaya No.107","","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFD_Du7XI_zXYnuI4HeiLPN-6p9Af6hy0RPrle7SGpoxX_rX-gw8evSciukXge7YcDUfnOBH1BKEXRbIDY_ENiyTx69cWir8kwfEvJ_AyBENMQZ_dv2NITEtQPaPkTR7sjQS0haeVrX0TA=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""coffeshop cozy, rasa minuman dan makanan enak""","",""
"https://www.google.com/maps/place/Sun+Sun+Kedai+Makan+dan+Kopi/data=!4m7!3m6!1s0x2dd7fb92e51eef37:0x8aa4e41b40be7d7c!8m2!3d-7.2758818!4d112.7599079!16s%2Fg%2F11v5z1sm5b!19sChIJN-8e5ZL71y0RfH2-QBvkpIo?authuser=0&hl=id&rclk=1","Sun Sun Kedai Makan dan Kopi","4,7","(339)","·","Rp 1–25.000","Kedai Kopi","·","","Jl. Karang Menur No.22","","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFhiiIQ26CaN0XrRXU0hDf_SzpDa2cGkLHjBb5hu8EbqutSral-ekrt0faf2vr5essov_1Y_3fUFHcbW-kS_HQ1pDy2icLdMsIrmolNsui6qgGZyC-qm6fpLtApG_kOG1qKEOTI=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Mantap suasana enak kopibjya juga enak""","",""
"https://www.google.com/maps/place/Rumah+Keena/data=!4m7!3m6!1s0x2dd7fbe74a19e331:0xe201aae7cf1c1500!8m2!3d-7.2744373!4d112.7592752!16s%2Fg%2F11t5y2kgww!19sChIJMeMZSuf71y0RABUcz-eqAeI?authuser=0&hl=id&rclk=1","Rumah Keena","4,7","(277)","·","Rp 25–50 rb","Kafe","·","","Jl. Srikana No.144","","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHf5o_2h8wsk7MRaIP4imcZ-PwDB8UBS8fpjUD8Wij5X0O10jJCX8RhjdB-qSpJTqwYk2cw9X0yq_3hcWzPtTMASAud3FvQm4_0ysDIBAOX16qvTUv_QO9RoDMwQLmN6gVwbDlcQm7Keyk=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Cafenyaa enak bgt cozy dan cocok buat nugas, pelayanannya ramah sekali.""","",""
"https://www.google.com/maps/place/MADANI+SOCIETY+Coffee+Surabaya/data=!4m7!3m6!1s0x2dd7fb08a3848f9f:0x8bcb87d577eef5df!8m2!3d-7.2768622!4d112.7581685!16s%2Fg%2F11p0zppj5c!19sChIJn4-Eowj71y0R3_Xud9WHy4s?authuser=0&hl=id&rclk=1","MADANI SOCIETY Coffee Surabaya","4,6","(266)","·","Rp 25–50 rb","Kafe","·","","·","Jl. Gubeng Kertajaya IX Raya C Raya No.23","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGYMTDht304AaaiAxqFcVWUtQrlhb1m2SD-MkM_Dd2cYzIwMlemTUA2py5AmeKzYjJmnnv_NjEsij34Uo6FofeSVrReA1JasEo9C6YBXDrgsLg8YYCqB9DfYsLgaXOF64CBy0rElwelZsg7=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Baristanya ga ramah, ambience-nya enak, agak pricey, bersih""","",""
"https://www.google.com/maps/place/Sela+Sela+House/data=!4m7!3m6!1s0x2dd7fb614e1e4305:0x5ed667b856307999!8m2!3d-7.2766519!4d112.7558043!16s%2Fg%2F11ygsp7vwm!19sChIJBUMeTmH71y0RmXkwVrhn1l4?authuser=0&hl=id&rclk=1","Sela Sela House","4,9","(29)","·","Rp 25–50 rb","Kafe","·","","Jl. Dharmawangsa No.138A","","Buka","· Tutup pukul 01.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHnDvPwPVJi0Jkrj69ddhLC6zwi6A5iimMf1xXeLe_GwRPlpFs5-pJtE9ZZFeWgD_Hl4EMBozGsznoT-Il-Uj9vHCzWKeePJ_OLy-fNGBHyYJ3tmpf-sbCwpS7S_gmXrAXcN_qd0izVN7k-=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""padahal","cafe",""
"https://www.google.com/maps/place/Aku+Dan+Kopi/data=!4m7!3m6!1s0x2dd7fbb1019645d1:0xb09b01b0c5bc1a0d!8m2!3d-7.2771445!4d112.7618815!16s%2Fg%2F11v5bk4f8m!19sChIJ0UWWAbH71y0RDRq8xbABm7A?authuser=0&hl=id&rclk=1","Aku Dan Kopi","4,9","(63)","","","Kedai Kopi","·","","Jl. Raya Menur No.34, RT.008/RW.07","","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFhG81TkQtFvaMxYwIWNULcaeYiIeb3z2S9MfQTKE4LnJtSNiLQdrKNN9qwzT_nWwZ8oAbBZtaQ_SrWX4YINw1pEaFu6KSa-8fMkFMIVyqsr4g7vFYcyTnYOyNk9nUYfma0gUbt=w138-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Untuk menu standar","cafe",""
"https://www.google.com/maps/place/ESKRIMO+COFFEE+Parkir+Trotoar/data=!4m7!3m6!1s0x2dd7fb10ec23c6ab:0x29b1e7ef33bf0883!8m2!3d-7.2754766!4d112.75597!16s%2Fg%2F11t1j42x8_!19sChIJq8Yj7BD71y0Rgwi_M-_nsSk?authuser=0&hl=id&rclk=1","ESKRIMO COFFEE Parkir Trotoar","4,3","(183)","·","Rp 25–50 rb","Kedai Kopi","·","","Jl. Dharmawangsa No.124","","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGiFRHZ94ffyqbimx5y5UIujJUJLCLBnB9ASVxr3yNIr9PyLCNEyaI_0UcxxqQHqYe4_JiI4ys6kC4vhJN45GqnMRhtnMNLumyGqXFcF3NZn2By6wvP_HroBZJGWPvmxbbilvCM=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Strong banget kopi nya.""","",""
"https://www.google.com/maps/place/Neko-neko+cafe/data=!4m7!3m6!1s0x2dd7fb00618b465d:0x16c30f9aa87e0f9b!8m2!3d-7.2779987!4d112.7554811!16s%2Fg%2F11y372fbsb!19sChIJXUaLYQD71y0Rmw9-qJoPwxY?authuser=0&hl=id&rclk=1","Neko-neko cafe","4,6","(183)","·","Rp 25–50 rb","Restoran","·","","·","Jl. Kertajaya No.83","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGUYVmUsUH6AJZv0-gQgoZ9LsXG5FGw1kQZ5mMz5mrX66eG-q-BDxNdexaipGHcqHoAuGJjE_L00T_q-5zGDYK60v8wSrvyMm8kE3-cK0X568lJGUzYv0AUyU7HUKWpgVkKzUC0MCHlPvoa=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""servicenya bagus sekaliii, coffee nya juga enakk, harganya juga murah""""","",""
"https://www.google.com/maps/place/Loko+Cafe+Surabaya+-+Stasiun+Gubeng+Surabaya/data=!4m7!3m6!1s0x2dd7fbd7e6dd7341:0x7cfc1dcd6af793ad!8m2!3d-7.2656872!4d112.7523443!16s%2Fg%2F11np7l316q!19sChIJQXPd5tf71y0RrZP3as0d_Hw?authuser=0&hl=id&rclk=1","Loko Cafe Surabaya - Stasiun Gubeng Surabaya","4,6","(209)","·","Rp 25–50 rb","Kafe","·","","Jl. Gubeng Masjid","","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHohzgnrxms-oqddETMO7P15SPrvIalZHq5axQMfiAo4Ln3yWgd0mIT4C30ilcQfho1bZ457TyVOzgk-jXkU2Q1Gl7WS-gp88srdgXYLmsuJoPUcdoBIUX9rEQrS3MFEGvNRwFwDg=w169-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""kopinya mantab
pelayananannya bikin nyaman banget""","",""
"https://www.google.com/maps/place/Cak+Di+Cafe+%26+live+music/data=!4m7!3m6!1s0x2dd7fb9120f5fa51:0x81040ec9360e52ff!8m2!3d-7.2740525!4d112.7569949!16s%2Fg%2F11j86slq1s!19sChIJUfr1IJH71y0R_1IONskOBIE?authuser=0&hl=id&rclk=1","Cak Di Cafe & live music","4,8","(17)","","","Kafe","·","","PQG4+9QF, Jl. Srikana No.200","","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGZsxZ_tx2joZKQomymIjfA034WbxBph480pLlEIdAzTDQ0pVRGnlHBhZyTO1b9aVUi6iDbX-2nZ4Fvop0sEH2iXANVAKjuL6Fftz8VwzWAzPNWVmo73uXnjfg_vxkL8t1zsPtYEPqz_2PA=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""pelayanan bagus makanan enak""","",""
"https://www.google.com/maps/place/Tomoro+Coffee+-+Moestopo/data=!4m7!3m6!1s0x2dd7f997c3365c1d:0xe8c59141173a8c9!8m2!3d-7.2657816!4d112.7553943!16s%2Fg%2F11y_w_w590!19sChIJHVw2w5f51y0RyahzERRZjA4?authuser=0&hl=id&rclk=1","Tomoro Coffee - Moestopo","4,9","(83)","·","Rp 25–50 rb","Kedai Kopi","·","","Jl. Prof. DR. Moestopo No.4","","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHgIaB62nDXTH1_Rw1znEsNtic83JjhwTqkX_SKv1t5vc5q0AdMkUI4ARayTfjXzlQBSz_GjelHkBi5NF4TYO-5Zuabw2np2lT8lH0RU2fZ-mOJEH7c3FPsjeQ_6kG_P80HrUa_V_bjv4Pr=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""tempat cozy, service ramah, matcha latte nya the best❤️""","",""
"https://www.google.com/maps/place/Kateko+Surabaya/data=!4m7!3m6!1s0x2dd7fb639c34c7a7:0xe02af9595390bbcc!8m2!3d-7.2677841!4d112.7512513!16s%2Fg%2F11ft39hsbs!19sChIJp8c0nGP71y0RzLuQU1n5KuA?authuser=0&hl=id&rclk=1","Kateko Surabaya","4,5","(362)","·","Rp 25–50 rb","Kafe","·","","Jl. Sumatera No.21","","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHx29SbPoG8a1emD3jllADZlD_9IraZeOjDEBpyDiH_qSCyETmHc3S8-Ut-fY14KSQyU9dBzQqjOIbLv06BgJ-3iOe0XQ4Shd9KGVq-qbBYzVvVHEIWJZw9tsBNcC2z4DVXtbo=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Cari manual brew yg di menunya ada tp kata waiters nya tdk ada.""","",""
"https://www.google.com/maps/place/Kofie+Paste/data=!4m7!3m6!1s0x2dd7fbd0ab116013:0xcc6cd06a6df43df2!8m2!3d-7.2766931!4d112.7570949!16s%2Fg%2F11gj0t36yd!19sChIJE2ARq9D71y0R8j30bWrQbMw?authuser=0&hl=id&rclk=1","Kofie Paste","4,7","(112)","·","$","Kafe","·","","·","Jl. Gubeng Kertajaya No.7C/56 Lantai 2","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHtVDDG0LS7fOZiHzHF9YqxRGfIZJbHf2kBrCNcV20eY7O2J-uUsdSZr6JIZ2YqnGxdpw8Lrc4Tvlj2sMEX0ym3FVHnN2P-sQngDRvjNVREs8R2ejnbFBwHyXPdZQeIb_tWIEokXA=w163-h92-k-no","","Makan di tempat","Bawa pulang","·"
"https://www.google.com/maps/place/NIGIYAKA+CAFE/data=!4m7!3m6!1s0x2dd7fb0018af142b:0xc9bbd88936e149b2!8m2!3d-7.2746564!4d112.7607278!16s%2Fg%2F11z54c_rvc!19sChIJKxSvGAD71y0RsknhNonYu8k?authuser=0&hl=id&rclk=1","NIGIYAKA CAFE","5,0","(2)","","","Kedai Kopi","·","","Jl. Karang Menur I No.14, RT.006/RW.07","","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHlbPjpCmJG0cFWTB-v_iMa2QJSXrjl5Bo56jBokrzCO955eKNGEkEmUc3MPkzqBp-oNz9_jjlNYsFrTOiiyzHyDCjRdKbee3kkz-vscXn8Htjsh2Recnj9ck0bEinoqHtxCEeeUUdKmjH5=w80-h106-k-no","","","",""
"https://www.google.com/maps/place/Jorz+Coffee/data=!4m7!3m6!1s0x2dd7f9c68dd03fc9:0xf8f866e07ea533f2!8m2!3d-7.2663089!4d112.7532259!16s%2Fg%2F11vrcpk55x!19sChIJyT_Qjcb51y0R8jOlfuBm-Pg?authuser=0&hl=id&rclk=1","Jorz Coffee","5,0","(41)","·","Rp 1–25.000","Kedai Kopi","·","","·","Jl. Gubeng Masjid No.39, RT.001/RW.07","Tutup","· Buka Sen pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF7Dkn-Z09JLzncfiV924uo8sMisCbFvvDfTWYsewmnONAsNWTJx4dj6eMqj_JXWIaSMKitgCUAhBavQR4_zzXtKY1UFbuOoEzQckOqlzEJyPT_6iAZie5b4BctBlt69XobHlDxsaWc4BaU=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""TOP Jorrz coffee 🔥🔥""","",""
