"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","UsdlK","Cw1rxd","R8c4Qb","Jn12ke src","ah5Ghc","ah5Ghc 2","doJOZc","W4Efsd 6","W4Efsd 7","lcr4fd href","Cw1rxd 2","R8c4Qb 2"
"https://www.google.com/maps/place/Toko+Dua+Tiga/data=!4m7!3m6!1s0x2dd7fb52448c7ccd:0x5d5666839ca437b6!8m2!3d-7.27223!4d112.7555452!16s%2Fg%2F11qbh1lpsv!19sChIJzXyMRFL71y0RtjeknINmVl0?authuser=0&hl=id&rclk=1","Toko Dua Tiga","5,0","(1)","Toko Alat Tulis Kantor","·","Jl. Gubeng Airlangga II No.23, RT.002/RW.02","Buka","·","0838-4945-3845","","Rute","","","","","· Tutup pukul 21.00","","","",""
"https://www.google.com/maps/place/Plus+Minus+Digital+Surabaya/data=!4m7!3m6!1s0x2dd7fb7828ad36f1:0xd739c17e05201420!8m2!3d-7.2740902!4d112.7524745!16s%2Fg%2F11jszpzhkj!19sChIJ8TatKHj71y0RIBQgBX7BOdc?authuser=0&hl=id&rclk=1","Plus Minus Digital Surabaya","5,0","(13)","Toko Percetakan","·","Jl. Gubeng Kertajaya III raya No.52","Tutup","·","0812-3201-0115","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kualitas bagus, hasil cetak OK.""","","","· Buka Sen pukul 09.00","","https://shopee.co.id/plusminusdigital_20?smtt=0.294408112-1664702182.9","","Rute"
"https://www.google.com/maps/place/Foto+copy+airlangga+mas1/data=!4m7!3m6!1s0x2dd7fb883a0cc259:0xa35c56cb925d1178!8m2!3d-7.2707738!4d112.7603147!16s%2Fg%2F11ncg8b604!19sChIJWcIMOoj71y0ReBFdkstWXKM?authuser=0&hl=id&rclk=1","Foto copy airlangga mas1","4,5","(8)","Universitas","·","Jl. Airlangga No.12","","","","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Fotocopy dan","print","","","","","",""
"https://www.google.com/maps/place/Your+Apparel+Partner/data=!4m7!3m6!1s0x2dd7fb255ec01245:0x54abe62315f1e624!8m2!3d-7.2776015!4d112.7613854!16s%2Fg%2F11h4g7v17z!19sChIJRRLAXiX71y0RJObxFSPmq1Q?authuser=0&hl=id&rclk=1","Your Apparel Partner","5,0","(1)","Toko Sablon","·","Jl. Gubeng Kertajaya XV No.21","Tutup","·","0896-9918-8934","","Rute","","Pesan antar","","","· Buka Sen pukul 10.00","","","",""
"https://www.google.com/maps/place/PERCETAKAN+CHANDY+KHARYA+%28GUBENG%29/data=!4m7!3m6!1s0x2dd7fb5fa1908905:0xee19d8775a2e7f53!8m2!3d-7.2680663!4d112.7546316!16s%2Fg%2F11sdbn9m0r!19sChIJBYmQoV_71y0RU38uWnfYGe4?authuser=0&hl=id&rclk=1","PERCETAKAN CHANDY KHARYA (GUBENG)","4,7","(3)","Toko Percetakan","·","Jl. Gubeng Masjid IV No.68","Tutup","·","0856-0762-0280","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Yasinnya bagus, sesuai harga, kualitas fotonya juga jernih👍""","","","· Buka Sen pukul 08.30","","","",""
"https://www.google.com/maps/place/Maestro+Percetakan/data=!4m7!3m6!1s0x2dd7fbdbcad0d63f:0x61be76cfe185c0bb!8m2!3d-7.2708477!4d112.7497378!16s%2Fg%2F1ptyc_4zq!19sChIJP9bQytv71y0Ru8CF4c92vmE?authuser=0&hl=id&rclk=1","Maestro Percetakan","3,9","(1.173)","Toko Percetakan","·","·","Tutup","Jl. Raya Gubeng Blk. AB No.30","0813-3202-6340","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Proses cepat dgn kualitas cetakan yg bagus dan harga terjangkau 👍💯""","","","· Buka Sen pukul 08.00","·","https://www.maestroprinting.com/?gclid=Cj0KCQjwx7zzBRCcARIsABPRscPBlwiuRl66cAUMzB5KY7WN9iWcQkDadf1kYVKAjZdSJF-U04bPBPwaAtVjEALw_wcB","","Rute"
"https://www.google.com/maps/place/Pita+Sablon+Murah+Surabaya/data=!4m7!3m6!1s0x2dd7fb11d5b5193f:0xa56a0a89a10d40e9!8m2!3d-7.2753509!4d112.7531303!16s%2Fg%2F11p0y7mygv!19sChIJPxm11RH71y0R6UANoYkKaqU?authuser=0&hl=id&rclk=1","Pita Sablon Murah Surabaya","4,5","(2)","Toko Sablon","·","·","Buka","Jl. Gubeng Kertajaya V D No.3","0822-5700-5537","","Situs Web","","Pesan antar","","","· Tutup pukul 22.00","·","https://www.sablonpita.com/","","Rute"
"https://www.google.com/maps/place/THE+PRINT/data=!4m7!3m6!1s0x2dd7fb5544382051:0x58cbf5a474bdae0c!8m2!3d-7.2797026!4d112.7613152!16s%2Fg%2F11j98lj9nq!19sChIJUSA4RFX71y0RDK69dKT1y1g?authuser=0&hl=id&rclk=1","THE PRINT","","","Toko","·","Blok A-28, Jl. Gubeng Kertajaya XII A No.30, RT.006/RW.12","Tutup","","","","Rute","","Pesan antar","","","· Buka Sen pukul 17.00","","","",""
"https://www.google.com/maps/place/UD.+AMAN+Kertas+%2B+Digital+Print/data=!4m7!3m6!1s0x2dd7fbd237e7c967:0x235e183a449b767a!8m2!3d-7.274183!4d112.756959!16s%2Fg%2F1hc8r3f80!19sChIJZ8nnN9L71y0RenabRDoYXiM?authuser=0&hl=id&rclk=1","UD. AMAN Kertas + Digital Print","5,0","(29)","Toko Percetakan","·","Jl. Srikana No.44","Tutup","·","0817-0337-8299","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Cetak disini selalu memuaskan..dan gercep..""","","","· Buka Sen pukul 08.30","","","",""
"https://www.google.com/maps/place/Indomaret+Fresh+Dharmawangsa+41+%28TY4R%29/data=!4m7!3m6!1s0x2dd7fbd1dcc9f23f:0x83f9afc945117282!8m2!3d-7.2747043!4d112.756504!16s%2Fg%2F1v2f2t6m!19sChIJP_LJ3NH71y0RgnIRRcmv-YM?authuser=0&hl=id&rclk=1","Indomaret Fresh Dharmawangsa 41 (TY4R)","4,0","(270)","Minimarket","·","·","Buka 24 jam","Jl. Dharmawangsa No.41","(031) 5033185","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""tokonya bersih, nyaman, rapi, pelayanannya ramah""","","","","·","http://indomaret.co.id/","","Rute"
"https://www.google.com/maps/place/Akbar+Print/data=!4m7!3m6!1s0x2dd7fb41b66ee3d3:0xfba7bc541bf78803!8m2!3d-7.2677996!4d112.7627123!16s%2Fg%2F11ghqct7tt!19sChIJ0-NutkH71y0RA4j3G1S8p_s?authuser=0&hl=id&rclk=1","Akbar Print","","","Kantor Perusahaan","·","Jl. Kedung Tarukan Baru IV No.56","","","","","Rute","","","","","","","","",""
"https://www.google.com/maps/place/Indo+Print+Advertising/data=!4m7!3m6!1s0x2dd7fbce71298259:0xc723ff0979e53ca8!8m2!3d-7.2778772!4d112.7564516!16s%2Fg%2F1pzsrpvg2!19sChIJWYIpcc771y0RqDzleQn_I8c?authuser=0&hl=id&rclk=1","Indo Print Advertising","","","Biro Iklan","·","Jl. Gubeng Kertajaya VIIA No.32, RT.002/RW.04","","","(031) 5032558","","Rute","","","","","","","","",""
"https://www.google.com/maps/place/CRP+PRINTING/data=!4m7!3m6!1s0x2dd7f9c1392b192f:0xaacb8dc38f503532!8m2!3d-7.2576711!4d112.7596763!16s%2Fg%2F11ybwfvbgy!19sChIJLxkrOcH51y0RMjVQj8ONy6o?authuser=0&hl=id&rclk=1","CRP PRINTING","4,9","(31)","Printer Digital","·","Jl. Pacar Keling Jl. Kedung Sroko IV No.35-a","Buka 24 jam","·","0815-5523-077","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Hasil","print","","","","https://instagram.com/collegerecyclepaper","","Rute"
"https://www.google.com/maps/place/Mahesa+print/data=!4m7!3m6!1s0x2dd7fbbbdd5ea677:0x60d1a0cc541fdcc2!8m2!3d-7.2684296!4d112.7486091!16s%2Fg%2F11gyys944w!19sChIJd6Ze3bv71y0RwtwfVMyg0WA?authuser=0&hl=id&rclk=1","Mahesa print","5,0","(4)","Toko Percetakan","·","mahesa print, Jl. Kayoon No.15b stand","Buka","·","0813-3195-8338","","Rute","","Pesan antar","","","· Tutup pukul 22.00","","","",""
"https://www.google.com/maps/place/Insatsu+One+Stop+Printing/data=!4m7!3m6!1s0x2dd7fb003403c5cd:0xce5d99bf8b499247!8m2!3d-7.2709797!4d112.7562175!16s%2Fg%2F11ldhx2z_n!19sChIJzcUDNAD71y0RR5JJi7-ZXc4?authuser=0&hl=id&rclk=1","Insatsu One Stop Printing","5,0","(26)","Toko Kaos Custom","·","Jl. Dharmawangsa No.54","Tutup","·","0822-2657-2700","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kaos","print","","· Buka Sen pukul 09.00","","https://www.instagram.com/insatsu.id?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==","","Rute"
"https://www.google.com/maps/place/FOTOCOPY+GATRA+2/data=!4m7!3m6!1s0x2dd7fbd1313a1359:0x59c49cd506c957d6!8m2!3d-7.2718109!4d112.755008!16s%2Fg%2F11v9q2gkb9!19sChIJWRM6MdH71y0R1lfJBtWcxFk?authuser=0&hl=id&rclk=1","FOTOCOPY GATRA 2","5,0","(7)","Toko Fotokopi","·","Jl. Gubeng Airlangga I No.12b","Tutup","·","0882-0226-05708","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Lengkap dan murah sekali""","","","· Buka Sen pukul 07.00","","","",""
"https://www.google.com/maps/place/Dapur+Print/data=!4m7!3m6!1s0x2dd7fbd043b1e793:0xae77ec22ddfa817a!8m2!3d-7.2747678!4d112.7526703!16s%2Fg%2F11ssdmvsrx!19sChIJk-exQ9D71y0ReoH63SLsd64?authuser=0&hl=id&rclk=1","Dapur Print","4,6","(76)","Produsen pakaian dan kain","·","·","Tutup","Jl. Gub. Kertajaya V Raya No.31 A","(031) 99443409","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Bahan kaos dan sablonnya bagus.""","","","· Buka Sen pukul 09.00","·","http://dapurprint.id/","","Rute"
"https://www.google.com/maps/place/Toko+Era+Fotocopy/data=!4m7!3m6!1s0x2dd7fbcd87195a63:0x16e2d2d090a8cdfb!8m2!3d-7.2761903!4d112.7594889!16s%2Fg%2F11frdn0rhs!19sChIJY1oZh8371y0R-82okNDS4hY?authuser=0&hl=id&rclk=1","Toko Era Fotocopy","4,0","(2)","Toko Fotokopi","·","Jalan karang wismo III 29, Jl. Karang Wismo III No.29, RW.07","Tutup","·","0813-3054-2653","","Rute","","","","","· Buka Sen pukul 07.00","","","",""
"https://www.google.com/maps/place/AGA+Advertising/data=!4m7!3m6!1s0x2dd7fb4cb4859c75:0xf566f2802a25b03c!8m2!3d-7.2684979!4d112.7611146!16s%2Fg%2F11k9skbd8t!19sChIJdZyFtEz71y0RPLAlKoDyZvU?authuser=0&hl=id&rclk=1","AGA Advertising","5,0","(1)","Toko Percetakan","·","Jl. Karang Menjangan I No.5","Tutup","·","0812-1769-3502","","Rute","","Pesan antar","","","· Buka Sen pukul 09.00","","","",""
"https://www.google.com/maps/place/Cetak+Online/data=!4m7!3m6!1s0x2dd7fb10f9508609:0x514559f51d7cbfa1!8m2!3d-7.278819!4d112.7560279!16s%2Fg%2F11krtyfyhg!19sChIJCYZQ-RD71y0Rob98HfVZRVE?authuser=0&hl=id&rclk=1","Cetak Online","5,0","(1)","Percetakan Komersial","·","Jl. Dharmawangsa No.99","Tutup","·","0859-3118-6888","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""CS WA sangat ramah dan sabar""","","","· Buka Sen pukul 08.30","","https://www.cetakonline.co.id/","","Rute"
"https://www.google.com/maps/place/iZONA+GRAPHIA/data=!4m7!3m6!1s0x2dd7fbdd89296d99:0x798f39b8dc3468d5!8m2!3d-7.2759282!4d112.7539189!16s%2Fg%2F11fr1nltxm!19sChIJmW0pid371y0R1Wg03Lg5j3k?authuser=0&hl=id&rclk=1","iZONA GRAPHIA","4,3","(13)","Layanan cetak digital","·","Jl. Gubeng Kertajaya V C No.31","Tutup","·","0813-3436-6836","","Rute","","","","","· Buka Sen pukul 08.00","","","",""
"https://www.google.com/maps/place/Soeroboyo+Offset/data=!4m7!3m6!1s0x2dd7fbd7b2e39b2f:0xebf721145301684a!8m2!3d-7.2682299!4d112.753737!16s%2Fg%2F11btmqvkh5!19sChIJL5vjstf71y0RSmgBUxQh9-s?authuser=0&hl=id&rclk=1","Soeroboyo Offset","","","Toko Percetakan","·","Gubeng Masjid V No.16, RT.007/RW.07","","","(031) 5037474","","Rute","","","","","","","","",""
"https://www.google.com/maps/place/Kenanga+Advertising/data=!4m7!3m6!1s0x2dd7fbd18703c641:0x59347995c4bfc33c!8m2!3d-7.2741626!4d112.7566274!16s%2Fg%2F11b6t01lpx!19sChIJQcYDh9H71y0RPMO_xJV5NFk?authuser=0&hl=id&rclk=1","Kenanga Advertising","5,0","(4)","Biro Iklan","·","Blk. N - O Jl. Srikana No.38","Tutup","·","0821-3183-8558","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat memesan Undangan dll""","","","· Buka Sen pukul 07.30","","","",""
"https://www.google.com/maps/place/RC+PRINT+%28Restu+Camelia+Print%29/data=!4m7!3m6!1s0x2dd7fb76f2731555:0x1793930ec3f25ccb!8m2!3d-7.2687518!4d112.7483873!16s%2Fg%2F11h89rc55h!19sChIJVRVz8nb71y0Ry1zyww6Tkxc?authuser=0&hl=id&rclk=1","RC PRINT (Restu Camelia Print)","4,0","(4)","Toko Percetakan","·","KOMP. PASAR BUNGA KAYON STAND C20 - C22","Buka","·","0815-5973-5868","","Rute","","Pesan antar","","","· Tutup pukul 21.00","","","",""
"https://www.google.com/maps/place/Agung+Media+Fotocopy/data=!4m7!3m6!1s0x2dd7fbd50fff45ff:0xaa4f05e02b45c1eb!8m2!3d-7.2678551!4d112.7606282!16s%2Fg%2F11b76ty0tj!19sChIJ_0X_D9X71y0R68FFK-AFT6o?authuser=0&hl=id&rclk=1","Agung Media Fotocopy","","","Toko Fotokopi","·","Jl. Karang Menjangan No.16","Tutup","·","0878-5276-1945","","Rute","","","","","· Buka Sen pukul 08.00","","","",""
"https://www.google.com/maps/place/Hadi+Print/data=!4m7!3m6!1s0x2dd7fb75bb13d4fd:0x4bd81e6aff3ec1cc!8m2!3d-7.2674909!4d112.7489903!16s%2Fg%2F11f7247sjk!19sChIJ_dQTu3X71y0RzME-_2oe2Es?authuser=0&hl=id&rclk=1","Hadi Print","5,0","(1)","Layanan cetak digital","·","Taman Wisata, Jl. Kayoon No.5","Segera tutup","·","0812-1781-9688","","Rute","","","","","· 19.00 · Buka Sen pukul 12.00","","","",""
"https://www.google.com/maps/place/P+%26+P+Studio/data=!4m7!3m6!1s0x2dd7f97ffda96bad:0x5262955667143a7d!8m2!3d-7.2657252!4d112.7623014!16s%2Fg%2F11fxb8dj73!19sChIJrWup_X_51y0RfToUZ1aVYlI?authuser=0&hl=id&rclk=1","P & P Studio","4,6","(150)","Studio Foto","·","·","Tutup","Jl. Dharmahusada No.77","0877-6298-9567","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""cepat bagus hasil cetak nya dan yg pasti harga murah""","","","· Buka Sen pukul 09.00","·","","",""
"https://www.google.com/maps/place/Percetakaan+double+R/data=!4m7!3m6!1s0x2dd7fb491dd270eb:0x1a1571a381636e9d!8m2!3d-7.2794743!4d112.7566645!16s%2Fg%2F11l5dgtxtx!19sChIJ63DSHUn71y0RnW5jgaNxFRo?authuser=0&hl=id&rclk=1","Percetakaan double R","","","Toko Percetakan","·","Jl. Gub. Kertajaya VIII B Timur No.5","Tutup","·","0822-4422-8668","","Rute","","","","","· Buka Sen pukul 09.00","","","",""
"https://www.google.com/maps/place/SAHALA+DIGITAL+PRINT+n+COPY/data=!4m7!3m6!1s0x2dd7f900333a41dd:0x5614d450c60a9e84!8m2!3d-7.262587!4d112.7626421!16s%2Fg%2F11x1yp44ts!19sChIJ3UE6MwD51y0RhJ4KxlDUFFY?authuser=0&hl=id&rclk=1","SAHALA DIGITAL PRINT n COPY","","","Toko umum","·","Jl. Kedung Tarukan No.144, RT.002/RW.04","","","","","Rute","","","","","","","","",""
"https://www.google.com/maps/place/Toko+Alta/data=!4m7!3m6!1s0x2dd7fbcfc64faa19:0xff3136bd5a1204e7!8m2!3d-7.2791278!4d112.7593868!16s%2Fg%2F1hc4df7t9!19sChIJGapPxs_71y0R5wQSWr02Mf8?authuser=0&hl=id&rclk=1","Toko Alta","4,3","(359)","Toko Alat Tulis Kantor","·","·","Tutup","Jl. Kertajaya No.200","0812-3206-822","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Alat tulis lengkap""","","","· Buka Sen pukul 08.00","·","","",""
"https://www.google.com/maps/place/PUSKRIP+PRINT-FOTOCOPY-WARNET-RENTAL+KOMPUTER-DIGITAL+PRINTING/data=!4m7!3m6!1s0x2dd7f9863b8f93df:0x4bb3cc33777de944!8m2!3d-7.2609458!4d112.7744758!16s%2Fg%2F1hm4kf9b7!19sChIJ35OPO4b51y0RROl9dzPMs0s?authuser=0&hl=id&rclk=1","PUSKRIP PRINT-FOTOCOPY-WARNET-RENTAL KOMPUTER-DIGITAL PRINTING","4,3","(252)","Toko Internet","·","·","Buka","Jl. Kalijudan No.24","0821-3898-2158","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Untuk nge","print","","· Tutup pukul 23.00","·","","",""
"https://www.google.com/maps/place/Gaya+Indah+Photo/data=!4m7!3m6!1s0x2dd7fbcfc8244589:0x5656b4fad6e6be9d!8m2!3d-7.2776542!4d112.7533252!16s%2Fg%2F1hf128fk3!19sChIJiUUkyM_71y0Rnb7m1vq0VlY?authuser=0&hl=id&rclk=1","Gaya Indah Photo","4,3","(103)","Studio Foto","·","·","Tutup","Jl. Kertajaya No.49","(031) 5039184","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Mahal sih 1 foto 75 rb, mana langsung main cetak aja.""","","","· Buka Sen pukul 08.30","·","","",""
"https://www.google.com/maps/place/TOKO+RC+PRINT+%28+Popo+Florist%29/data=!4m7!3m6!1s0x2dd7fbd729d353bb:0xf97ff96e24188abc!8m2!3d-7.2687543!4d112.7483804!16s%2Fg%2F11h7_t8j89!19sChIJu1PTKdf71y0RvIoYJG75f_k?authuser=0&hl=id&rclk=1","TOKO RC PRINT ( Popo Florist)","5,0","(1)","Kantor Perusahaan","·","Jl. Kayoon No.1 Blok C, RT.000/RW.00","Buka 24 jam","·","0815-5973-5868","","Rute","","","","","","","","",""
"https://www.google.com/maps/place/Toko+Kertas+Rakhmat+Abadi/data=!4m7!3m6!1s0x2dd7fbd155c4309d:0xae82aa52b0897224!8m2!3d-7.2734588!4d112.756155!16s%2Fg%2F11bc7pq786!19sChIJnTDEVdH71y0RJHKJsFKqgq4?authuser=0&hl=id&rclk=1","Toko Kertas Rakhmat Abadi","5,0","(3)","Toko Kertas","·","Jl. Dharmawangsa No.86","Tutup","·","(031) 5030369","","Rute","","Belanja di toko","Ambil di toko","","· Buka Sen pukul 08.00","","","",""
"https://www.google.com/maps/place/Artha+Jaya/data=!4m7!3m6!1s0x2dd7fbcd2eeb8cb7:0x37bcaee949936ba4!8m2!3d-7.2780501!4d112.7624159!16s%2Fg%2F11hb4tgjw_!19sChIJt4zrLs371y0RpGuTSemuvDc?authuser=0&hl=id&rclk=1","Artha Jaya","5,0","(13)","Biro Iklan","·","Jl. Raya Menur No.31","Tutup","·","0813-5858-3958","","Situs Web","","Layanan di tempat","","","· Buka Sen pukul 08.00","","http://arthajayareklame.blogspot.com/","","Rute"
"https://www.google.com/maps/place/Sablon+Kaos+Satuan+-lusinan/data=!4m7!3m6!1s0x2dd7fbd36f8eb0db:0xcb85349f0e882c98!8m2!3d-7.2716088!4d112.7607399!16s%2Fg%2F11hc_2xx6r!19sChIJ27COb9P71y0RmCyIDp80hcs?authuser=0&hl=id&rclk=1","Sablon Kaos Satuan -lusinan","4,7","(3)","Toko Percetakan","·","Jl. Karang Menjangan No.68","","","0838-5646-9099","","Rute","","Pesan antar","","","","","","",""
"https://www.google.com/maps/place/Yuri+Print/data=!4m7!3m6!1s0x2dd7fbfccd710757:0x7b37c5fb155c59da!8m2!3d-7.2680218!4d112.7489582!16s%2Fg%2F11ksbbz51h!19sChIJVwdxzfz71y0R2llcFfvFN3s?authuser=0&hl=id&rclk=1","Yuri Print","","","Gudang","·","Jl. Kayoon No.12","Buka","","","","Rute","","","","","· Tutup pukul 23.00","","","",""
"https://www.google.com/maps/place/WARKOP+BENING/data=!4m7!3m6!1s0x2dd7fb5513c28997:0x444512bcd522cf95!8m2!3d-7.275232!4d112.7562701!16s%2Fg%2F11svj1fkrx!19sChIJl4nCE1X71y0Rlc8i1bwSRUQ?authuser=0&hl=id&rclk=1","WARKOP BENING","4,3","(89)","Kedai Kopi","·","Jl. Dharmawangsa No.51A","Buka 24 jam","","","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Nyaman utk hal apapun... 🙏👍""","","","","","","",""
"https://www.google.com/maps/place/Beautify+E+Money+-+Jasa+Custom+E+Money/data=!4m7!3m6!1s0x2dd7fb3e51f935a3:0x8b1befc8a31b5d0!8m2!3d-7.2764618!4d112.7535276!16s%2Fg%2F11kq68r6g8!19sChIJozX5UT771y0R0LUxivy-sQg?authuser=0&hl=id&rclk=1","Beautify E Money - Jasa Custom E Money","","","Toko Percetakan","·","Jl. Gubeng Kertajaya V B No.29","Tutup","·","0813-3008-9093","","Rute","","","","","· Buka Sen pukul 09.00","","","",""
"https://www.google.com/maps/place/Muara+Digital+Print/data=!4m7!3m6!1s0x2dd7fbda2d2efd53:0x628ba30cf8e934f9!8m2!3d-7.2727744!4d112.7477065!16s%2Fg%2F1tdz277v!19sChIJU_0uLdr71y0R-TTp-Ayji2I?authuser=0&hl=id&rclk=1","Muara Digital Print","4,3","(225)","Studio Foto","·","·","Tutup","Jl. Raya Gubeng No.39 B-C","0811-3497-009","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat","print","","· Buka Sen pukul 07.30","·","","",""
"https://www.google.com/maps/place/Gamma+Microtech+Computer/data=!4m7!3m6!1s0x2dd7fbcfba228ef3:0xd590a2d983ae0c9b!8m2!3d-7.278083!4d112.753157!16s%2Fg%2F1tfncrcz!19sChIJ844ius_71y0Rmwyug9mikNU?authuser=0&hl=id&rclk=1","Gamma Microtech Computer","4,6","(119)","Toko Komputer","·","Jl. Kertajaya No.76","Tutup","·","0811-379-566","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""pengerjaan cepat.""","","","· Buka Sen pukul 09.00","","http://www.gamma-computer.com/","","Rute"
"https://www.google.com/maps/place/Prima+Jasa+Copy+%26+Printing/data=!4m7!3m6!1s0x2dd7fa533287bc83:0xb9e7d1c91edaa1e!8m2!3d-7.2992317!4d112.763007!16s%2Fg%2F1hm2w86b_!19sChIJg7yHMlP61y0RHqrtkRx9ngs?authuser=0&hl=id&rclk=1","Prima Jasa Copy & Printing","4,2","(208)","Toko Fotokopi","·","·","Buka","No Jl. Pumpungan II No.21","0812-4949-7727","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Bisa jilid spiral,ngeprint dll""","","","· Tutup pukul 22.00","·","","",""
"","","","","","","","","","","","","","","","","","","","",""