"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","UsdlK","lcr4fd href","Cw1rxd","R8c4Qb","Cw1rxd 2","R8c4Qb 2","Jn12ke src","ah5Ghc","ah5Ghc 2"
"https://www.google.com/maps/place/Sablon+print+satuan+HW+Cloth/data=!4m7!3m6!1s0x2e69f7e9a7816047:0xb091fa763f9ee992!8m2!3d-6.1978336!4d106.7826914!16s%2Fg%2F11kb96nmj7!19sChIJR2CBp-n3aS4RkumeP3b6kbA?authuser=0&hl=id&rclk=1","Sablon print satuan HW Cloth","","","Toko Sablon","·","Jl. Kemanggisan Ilir VI No.2, RT.2/RW.13","","Tutup","· Buka Sen pukul 00.00","","","","Rute","","","","Pesan antar",""
"https://www.google.com/maps/place/TC+Print/data=!4m7!3m6!1s0x2e69f74ea1b09af7:0x81b7208791f9954b!8m2!3d-6.2000534!4d106.7914128!16s%2Fg%2F11k036k_5z!19sChIJ95qwoU73aS4RS5X5kYcgt4E?authuser=0&hl=id&rclk=1","TC Print","4,4","(13)","Jasa Reparasi Printer","·","Jl. Kemanggisan Pulo No.23, RT.3/RW.17","","","","0818-0707-0422","https://www.facebook.com/share/1HBqnyKmu9/","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Printer bnrn terjamin baik hasil cetak dan bodynya.""",""
"https://www.google.com/maps/place/Salak+Jaya+Print/data=!4m7!3m6!1s0x2e69f75624ee120d:0xaa0ea199248f652d!8m2!3d-6.1889937!4d106.7868881!16s%2Fg%2F11pxm8nqhy!19sChIJDRLuJFb3aS4RLWWPJJmhDqo?authuser=0&hl=id&rclk=1","Salak Jaya Print","5,0","(3)","Perusahaan Konstruksi","·","Jl. Kemanggisan Utama Raya No.1 e 2, RT.2/RW.7","·","Tutup","· Buka Min pukul 08.00","0821-3331-7886","","","Rute","","","","",""
"https://www.google.com/maps/place/GrafurPrint+Art+%26+Stationery/data=!4m7!3m6!1s0x2e69f73f6772debd:0x65c1b1fefc87d47c!8m2!3d-6.2077483!4d106.7830739!16s%2Fg%2F11btxck1kh!19sChIJvd5yZz_3aS4RfNSH_P6xwWU?authuser=0&hl=id&rclk=1","GrafurPrint Art & Stationery","4,3","(243)","Toko Percetakan","·","Jl. Bang Pitung No.7b, RT.3/RW.11","Tutup","· Buka Sen pukul 09.00","·","0815-8663-2007","https://www.grafurprint.com/","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Selalu puas","print"
"https://www.google.com/maps/place/Indonesia+3D+Print/data=!4m7!3m6!1s0x2e69f6ee5f765117:0x64d93102a9fc7a76!8m2!3d-6.19036!4d106.7866729!16s%2Fg%2F11rgs5v9g0!19sChIJF1F2X-72aS4Rdnr8qQIx2WQ?authuser=0&hl=id&rclk=1","Indonesia 3D Print","","","Jl. Kemanggisan Utama IV No.1A, RT.3/RW.7","","","","","","","http://www.indomakers.com/contact","","Situs Web","","Rute","","",""
"https://www.google.com/maps/place/Gama+Printing/data=!4m7!3m6!1s0x2e69f6eb2bc7e979:0xd4db58c4e4244062!8m2!3d-6.195099!4d106.7940554!16s%2Fg%2F11bwtrbk1v!19sChIJeenHK-v2aS4RYkAk5MRY29Q?authuser=0&hl=id&rclk=1","Gama Printing","4,5","(55)","Percetakan Komersial","·","Jl. Anggrek Rosliana No.86A Blok H, RT.9/RW.3","Tutup","· Buka Sen pukul 07.00","·","0878-7758-6084","https://qasir.biz/gamaprinting","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""vendor yg sangat membantu, bekerja dengan hati hati sukses gama printer!""",""
"https://www.google.com/maps/place/Sempurna+Printing/data=!4m7!3m6!1s0x2e69f755ef85595d:0x11fd0b5878db31ea!8m2!3d-6.2027111!4d106.7979109!16s%2Fg%2F11qr_xs7m4!19sChIJXVmF71X3aS4R6jHbeFgL_RE?authuser=0&hl=id&rclk=1","Sempurna Printing","4,9","(351)","Layanan cetak digital","·","·","QQWX+V5R, Jl. Pal Merah Utara II, RT.5/RW.16","Tutup","· Buka Sen pukul 08.00","0812-8675-0000","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""hasil","print"
"https://www.google.com/maps/place/Cahaya+Print/data=!4m7!3m6!1s0x2e69f7ea676585c3:0x375772603893335b!8m2!3d-6.2093203!4d106.7616372!16s%2Fg%2F11q466t3h4!19sChIJw4VlZ-r3aS4RWzOTOGByVzc?authuser=0&hl=id&rclk=1","Cahaya Print","","","Layanan cetak digital","·","Jl. H. Kelik No.28, RT.1/RW.6","","","","0812-9982-7635","","","Rute","","","","",""
"https://www.google.com/maps/place/The+Best+Digital+Printing/data=!4m7!3m6!1s0x2e69f652685110bd:0x436fe4526afcee4c!8m2!3d-6.1689695!4d106.7744852!16s%2Fg%2F11gbf8trmn!19sChIJvRBRaFL2aS4RTO78alLkb0M?authuser=0&hl=id&rclk=1","The Best Digital Printing","4,3","(32)","Layanan cetak digital","·","·","Jl. Green Ville Bl. Aw No.3 5, RT.5/RW.14","","","0813-1653-2432","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Dikerjakan secara profesional""",""
"https://www.google.com/maps/place/printcustom.co.id+-+Custom+Tumbler+Promosi,+Goodiebag+Spunbond,+Emoney,+Payung+Custom,+Jasa+Print+UV,+Print+DTF,+Grafir/data=!4m7!3m6!1s0x2e69f72d28574345:0xf9489b9c2b3d631!8m2!3d-6.1803266!4d106.784969!16s%2Fg%2F11kx3k_v8l!19sChIJRUNXKC33aS4RMdazwrmJlA8?authuser=0&hl=id&rclk=1","printcustom.co.id - Custom Tumbler Promosi, Goodiebag Spunbond, Emoney, Payung Custom, Jasa Print UV, Print DTF, Grafir","4,9","(110)","Layanan cetak digital","·","lantai dasar, Jl. Tanjung Duren Timur 5 No.19, RT.2/RW.4","Tutup","· Buka Sen pukul 09.00","·","0878-8093-1298","https://printcustom.co.id/","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Hasil","print"
"https://www.google.com/maps/place/Jasa+Print+24+Jam+%26+Design+-+SUNNY+24H+Priscapy/data=!4m7!3m6!1s0x2e69f7d6bc51ce6b:0xfbc78a1e6c784a2b!8m2!3d-6.1570558!4d106.7980854!16s%2Fg%2F11t7q__p9_!19sChIJa85RvNb3aS4RK0p4bB6Kx_s?authuser=0&hl=id&rclk=1","Jasa Print 24 Jam & Design - SUNNY 24H Priscapy","4,3","(12)","Percetakan Komersial","·","Jl. Kali Anyar V No.29b 7, RT.7/RW.3","·","Buka 24 jam","","0818-832-855","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Seneng banget","print"
"https://www.google.com/maps/place/Kail+Mas+Printing/data=!4m7!3m6!1s0x2e69f6cfef67be3f:0x90e7f205cf784b84!8m2!3d-6.209298!4d106.783151!16s%2Fg%2F11bz_10pn3!19sChIJP75n78_2aS4RhEt4zwXy55A?authuser=0&hl=id&rclk=1","Kail Mas Printing","4,1","(26)","Toko Percetakan","·","·","Tutup","· Buka Sen pukul 09.00","Jl. Bang Pitung No.18, RT.3/RW.2","(021) 5324149","https://www.kailmas.id/","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""bagus bgt","print"
"https://www.google.com/maps/place/Metro+Print/data=!4m7!3m6!1s0x2e69f653441618cb:0xdcb6b8494ee34c14!8m2!3d-6.1723!4d106.7719691!16s%2Fg%2F11ghs75pdw!19sChIJyxgWRFP2aS4RFEzjTkm4ttw?authuser=0&hl=id&rclk=1","Metro Print","5,0","(1)","Bl. Bs No.7, RT.7/RW.4","","","","","","","","","Rute","","","","",""
"https://www.google.com/maps/place/Arofa+Multi+Print/data=!4m7!3m6!1s0x2e69f72555a2d35d:0xe2dee98388996a04!8m2!3d-6.2090952!4d106.7590795!16s%2Fg%2F1pzwy8lyh!19sChIJXdOiVSX3aS4RBGqZiIPp3uI?authuser=0&hl=id&rclk=1","Arofa Multi Print","","","JL. Srengseng Raya, No. 111 B Rt. 004 Rw. 06, Kebon Jeruk, RT.5/RW.6","","","","","","(021) 5874063","","","Rute","","","","",""
"https://www.google.com/maps/place/Printing+digital/data=!4m7!3m6!1s0x2e69f7ab0b903f83:0xf0fca815f2f6f2!8m2!3d-6.1958478!4d106.7943653!16s%2Fg%2F11st8xhvb_!19sChIJgz-QC6v3aS4R8vbyFaj88AA?authuser=0&hl=id&rclk=1","Printing digital","5,0","(1)","Toko Percetakan","·","Jl. Anggrek Rosliana No.11b, RT.11/RW.3","·","Tutup","· Buka Min pukul 09.00","0812-9900-6301","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Hasil","print"
"https://www.google.com/maps/place/Sagitarius+Print/data=!4m7!3m6!1s0x2e69f7fc8008cfed:0x3824e79bdf1fff8b!8m2!3d-6.1773905!4d106.7862919!16s%2Fg%2F11y5bhbf0s!19sChIJ7c8IgPz3aS4Ri_8f35vnJDg?authuser=0&hl=id&rclk=1","Sagitarius Print","4,7","(6)","Jasa Reparasi Printer","·","Jl. Tanjung Duren Timur No.19","·","Tutup","· Buka Min pukul 09.00","0857-1740-0631","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat nya ndak jelas dimana, ndak ketemu.""",""
"https://www.google.com/maps/place/Kairos+Digital+Printing/data=!4m7!3m6!1s0x2e69f66854a80571:0x8980cbab18ce75fe!8m2!3d-6.1645684!4d106.7966366!16s%2Fg%2F1pzv_z368!19sChIJcQWoVGj2aS4R_nXOGKvLgIk?authuser=0&hl=id&rclk=1","Kairos Digital Printing","4,9","(2.943)","Printer Digital","·","Jl. Muwardi II No.9A 2, RT.14/RW.3","·","Tutup","· Buka Sen pukul 08.00","(021) 29512197","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harganya lebih murah dibandingkan lokasi-lokasi","print"
"https://www.google.com/maps/place/Adael+jaya+print/data=!4m7!3m6!1s0x2e69f71a6cabd41b:0x4003a05ca5a9fb14!8m2!3d-6.1732732!4d106.7700528!16s%2Fg%2F11h1mkv4h8!19sChIJG9SrbBr3aS4RFPuppVygA0A?authuser=0&hl=id&rclk=1","Adael jaya print","5,0","(3)","RQGC+M2V, Jl. Asia Baru Tanjakan, RT.5/RW.4","","","","","","0813-9170-7478","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""CS sangat ramah, hasil bagus terpercaya""",""
"https://www.google.com/maps/place/Bee+Print+Digital/data=!4m7!3m6!1s0x2e69f796eac33e13:0x1998b308ecf16e23!8m2!3d-6.1973303!4d106.7895041!16s%2Fg%2F11lgmjt65c!19sChIJEz7D6pb3aS4RI27x7AizmBk?authuser=0&hl=id&rclk=1","Bee Print Digital","5,0","(4)","Layanan cetak digital","·","Jl. H. Junaidi No.15, RT.O7/RW.11","·","Tutup","· Buka Sen pukul 09.00","0812-9921-2551","","","Rute","","","","",""
"https://www.google.com/maps/place/Dunia+Printing/data=!4m7!3m6!1s0x2e69f661098c4379:0x2bfd04479d23f16c!8m2!3d-6.1740307!4d106.7978694!16s%2Fg%2F1pzxcd_02!19sChIJeUOMCWH2aS4RbPEjnUcE_Ss?authuser=0&hl=id&rclk=1","Dunia Printing","3,9","(30)","Percetakan Komersial","·","Jl. Mandala Raya No.5","Tutup","· Buka Sen pukul 09.00","·","(021) 5673753","http://www.duniaprinting.com/","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""tau pertama kali di shopee buat","print"
"https://www.google.com/maps/place/DELTA+PC+PRINT+COMP/data=!4m7!3m6!1s0x2e69f7004c573491:0x7e338523c428e028!8m2!3d-6.1836685!4d106.8039648!16s%2Fg%2F11wvw8z4g5!19sChIJkTRXTAD3aS4RKOAoxCOFM34?authuser=0&hl=id&rclk=1","DELTA PC PRINT COMP","5,0","(2)","Servis Komputer","·","Jl. Kota Bambu Utara VI No.12, RT.5/RW.5","·","Buka 24 jam","","0859-2160-9901","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Laptop lemot jadi normal kembali...
Panggilan kerumah, kantor dan ...""",""
"https://www.google.com/maps/place/Duta+Pratama+Print/data=!4m7!3m6!1s0x2e69f727e791e70d:0xe5366048de374fc8!8m2!3d-6.2092741!4d106.7682615!16s%2Fg%2F1hm4p3f4w!19sChIJDeeR5yf3aS4RyE833khgNuU?authuser=0&hl=id&rclk=1","Duta Pratama Print","5,0","(1)","Toko Percetakan","·","Jl. Mushollah No.8, RT.7/RW.1","·","Tutup","· Buka Min pukul 07.00","0813-1036-5303","","","Rute","","","","Pesan antar",""
"https://www.google.com/maps/place/foto+copy+%26+print/data=!4m7!3m6!1s0x2e69f70070ab5e6d:0xa7c96e6c04c3d0bf!8m2!3d-6.1739503!4d106.7879489!16s%2Fg%2F11zktst6lz!19sChIJbV6rcAD3aS4Rv9DDBGxuyac?authuser=0&hl=id&rclk=1","foto copy & print","","","Toko Percetakan","·","Jl. Tanjung Duren Raya No.7c, RT.11/RW.7","","","","","","","Rute","","","","",""
"https://www.google.com/maps/place/fotocopy+%26+print+doubletrack/data=!4m7!3m6!1s0x2e69f75e3081fdff:0xd64b95862d469192!8m2!3d-6.1815663!4d106.7504936!16s%2Fg%2F11h0b8rxwf!19sChIJ__2BMF73aS4RkpFGLYaVS9Y?authuser=0&hl=id&rclk=1","fotocopy & print doubletrack","5,0","(13)","Toko Fotokopi","·","Jl. Puri Kembangan No.20 M, RT.11/RW.5","·","Tutup","· Buka Min pukul 09.00","0838-9919-1653","","","Rute","","","","Layanan di tempat","Janji temu online"
"https://www.google.com/maps/place/iPrint+-+Jasa+Print+Kain/data=!4m7!3m6!1s0x2e69f7ec8ec079a1:0x958e41890b0ffcb1!8m2!3d-6.174773!4d106.7766745!16s%2Fg%2F11jjn_xm8l!19sChIJoXnAjuz3aS4RsfwPC4lBjpU?authuser=0&hl=id&rclk=1","iPrint - Jasa Print Kain","4,9","(52)","Toko Percetakan","·","Jl. Mangga 7 No.7 D 7 D, RT.4/RW.3","Tutup","· Buka Sen pukul 09.00","·","0822-9917-7168","https://www.iprint.id/","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Cocok sekali untuk yang mau bisnis hijab printing.""",""
"https://www.google.com/maps/place/Global+Print+Mandiri/data=!4m7!3m6!1s0x2e69f659c015d585:0xd21c5f4d8f01eb4f!8m2!3d-6.1739208!4d106.7837873!16s%2Fg%2F11cm71t3pj!19sChIJhdUVwFn2aS4RT-sBj01fHNI?authuser=0&hl=id&rclk=1","Global Print Mandiri","4,7","(24)","Jasa Reparasi Printer","·","Jl. Tanjung Duren Raya No.52 2, RT.2/RW.5","·","Tutup","· Buka Min pukul 12.00","0812-1007-1114","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Layanan service printernya cepat dan hasilnya memuaskan.""",""
"https://www.google.com/maps/place/Senita+Print/data=!4m7!3m6!1s0x2e69f6cfc299c1ab:0x98d1cf57fb270c54!8m2!3d-6.2097673!4d106.7832807!16s%2Fg%2F1hm5y1tbl!19sChIJq8GZws_2aS4RVAwn-1fP0Zg?authuser=0&hl=id&rclk=1","Senita Print","5,0","(4)","Toko Percetakan","·","Jl. Bang Pitung No.22 2, RT.2/RW.2","·","Tutup","· Buka Sen pukul 09.00","(021) 5300062","","","Rute","","","","Pesan antar",""
"https://www.google.com/maps/place/2EQ+REPRO+-+CTP+Basys+Print/data=!4m7!3m6!1s0x2e69f64224ead9ff:0x20c27f2a344374d5!8m2!3d-6.1626768!4d106.7922704!16s%2Fg%2F1hm214zcm!19sChIJ_9nqJEL2aS4R1XRDNCp_wiA?authuser=0&hl=id&rclk=1","2EQ REPRO - CTP Basys Print","4,6","(32)","Toko","·","·","Jl. Muwardi No.26, RT.5/RW.4","Buka","· Tutup pukul 03.00","(021) 56969961","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pusat Setting pra cetak dan pembuatan plat cetak offset.""",""
"https://www.google.com/maps/place/Dwi+Print/data=!4m7!3m6!1s0x2e69f72deac4cb23:0xd8c482316fc0d9c4!8m2!3d-6.2148448!4d106.7599995!16s%2Fg%2F11c1r1hrq6!19sChIJI8vE6i33aS4RxNnAbzGCxNg?authuser=0&hl=id&rclk=1","Dwi Print","4,7","(11)","Kantor Perusahaan","·","Jl. Srengseng Raya No.59, RT.3/RW.3","","","","0812-6007-9080","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""minta WA dong mau ngeprint""",""
"https://www.google.com/maps/place/URGENE+PRINT+DTF+UV,+CUSTOM+Tumbler+Promosi,+Tas+Spunbond+Custom,+Cetak+Bola+Golf+Emoney,+Jasa+Grafir/data=!4m7!3m6!1s0x2e69f69d3ade7f53:0x1c603b35b87c288!8m2!3d-6.1803063!4d106.7850567!16s%2Fg%2F11b5yy21fg!19sChIJU3_eOp32aS4RiMKHW7MDxgE?authuser=0&hl=id&rclk=1","URGENE PRINT DTF UV, CUSTOM Tumbler Promosi, Tas Spunbond Custom, Cetak Bola Golf Emoney, Jasa Grafir","4,9","(25)","Layanan cetak digital","·","Jl. Tanjung Duren Timur 5 No.19, RT.2/RW.4","Tutup","· Buka Sen pukul 09.00","·","0878-8093-1298","http://rumahpromosi.co.id/","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Bagus banget printing payungnya.""",""
"https://www.google.com/maps/place/VENUS+FC+-+Foto+Copy+%26+Print+Warna/data=!4m7!3m6!1s0x2e69f658e87b157f:0xfad139e6eb2b2cfc!8m2!3d-6.1757638!4d106.786712!16s%2Fg%2F11nm9rggnf!19sChIJfxV76Fj2aS4R_Cwr6-Y50fo?authuser=0&hl=id&rclk=1","VENUS FC - Foto Copy & Print Warna","3,0","(2)","Jl. Tanjung Duren Timur No.RT.15, RT.15/RW.5","","","","","","","","","Rute","","","","",""
"https://www.google.com/maps/place/Enzo+print/data=!4m7!3m6!1s0x2e69f7428bd18e3d:0xf85083702da95c96!8m2!3d-6.1782899!4d106.807266!16s%2Fg%2F11tffg9hls!19sChIJPY7Ri0L3aS4RllypLXCDUPg?authuser=0&hl=id&rclk=1","Enzo print","5,0","(3)","Toko","·","Petojo binatu, Gg. V No.14","·","Segera tutup","· 00.00 · Buka Min pukul 08.00","0813-1880-4087","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Amanah, responnya cepat""",""
"https://www.google.com/maps/place/Terima+Cuci+Foto+%26+Print/data=!4m7!3m6!1s0x2e69f6c624a512f5:0x7eb5879a4f00d50e!8m2!3d-6.2080899!4d106.790053!16s%2Fg%2F11g0l93n1g!19sChIJ9RKlJMb2aS4RDtUAT5qHtX4?authuser=0&hl=id&rclk=1","Terima Cuci Foto & Print","","","Kantor Perusahaan","·","Jl. Palmerah Barat No.3 3, RT.3/RW.5","","","","","","","Rute","","","","",""
"https://www.google.com/maps/place/FOMU+3D+Print/data=!4m7!3m6!1s0x2e69f6596bce93cd:0xf3ff8001aa3906!8m2!3d-6.1650419!4d106.7679825!16s%2Fg%2F11f1vnyt_x!19sChIJzZPOa1n2aS4RBjmqAYD_8wA?authuser=0&hl=id&rclk=1","FOMU 3D Print","4,9","(262)","Toko Percetakan","·","·","Segera tutup","· 00.00 · Buka Sen pukul 00.00","perumahan taman ratu a5 No.6, RT.1/RW.13","0812-1080-0062","https://fomu.co.id/","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Mantap baru kali ini ada toko","print"
"https://www.google.com/maps/place/kolaborasi+print/data=!4m7!3m6!1s0x2e69f7f84acfd3f7:0x19b3669eca2410a8!8m2!3d-6.1811789!4d106.7754639!16s%2Fg%2F11s609c76r!19sChIJ99PPSvj3aS4RqBAkyp5msxk?authuser=0&hl=id&rclk=1","kolaborasi print","","","Pemasok peralatan percetakan","·","Jl. Angsana Raya No.rt 008 012","·","Tutup","· Buka Sen pukul 08.30","0878-8142-5889","","","Rute","","","","",""
"https://www.google.com/maps/place/Print+Story+Puri/data=!4m7!3m6!1s0x2e69f7377c398433:0x92611dd953690554!8m2!3d-6.1939753!4d106.7424563!16s%2Fg%2F11lx9pbwmm!19sChIJM4Q5fDf3aS4RVAVpU9kdYZI?authuser=0&hl=id&rclk=1","Print Story Puri","4,9","(125)","Layanan cetak digital","·","Sebrang Martabak Pizza Orins, Jl. Kembang Kerep Raya No.28, RT.4/RW.2","·","Tutup","· Buka Sen pukul 09.00","0821-1430-0222","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Hasil","print"
"https://www.google.com/maps/place/Creative+Art+Print/data=!4m7!3m6!1s0x2e69f7c984c5a3a1:0x58b70d1806bd85f2!8m2!3d-6.2099771!4d106.7724858!16s%2Fg%2F11k0xxb_v1!19sChIJoaPFhMn3aS4R8oW9BhgNt1g?authuser=0&hl=id&rclk=1","Creative Art Print","5,0","(3)","Toko Percetakan","·","Jl. Qrisdoren II No.65, RT.8/RW.10","Tutup","· Buka Min pukul 09.00","·","0813-8341-4782","http://www.instagram.com/creativeartprint","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Bersih dan menyenangkan""",""
"https://www.google.com/maps/place/We+Print+Mahakarya/data=!4m7!3m6!1s0x2e69f7ad705feb93:0x16800fdd7b402168!8m2!3d-6.2184038!4d106.7558457!16s%2Fg%2F11rwrdqgpx!19sChIJk-tfcK33aS4RaCFAe90PgBY?authuser=0&hl=id&rclk=1","We Print Mahakarya","4,1","(89)","Layanan cetak digital","·","12, Jl. Joglo Raya No.46, RW.3","·","Tutup","· Buka Sen pukul 07.30","0813-5257-9997","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Produk OK banget,  kualitas terjamin,  pengiriman tepat waktu.""",""
"https://www.google.com/maps/place/Uprint.id/data=!4m7!3m6!1s0x2e69f649e8f54e59:0xc9ac5ddcc70d37a4!8m2!3d-6.1609532!4d106.7775784!16s%2Fg%2F11g718x33k!19sChIJWU716En2aS4RpDcNx9xdrMk?authuser=0&hl=id&rclk=1","Uprint.id","4,6","(236)","Toko Percetakan","·","Ruko Swadaya City Square blok 1.10, Jl. Swadaya No.Raya kavling 39","Tutup","· Buka Sen pukul 09.00","·","0812-1234-5290","https://uprint.id/","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Cetak member card disini hasil cetakannya bagus, rapih, dan minim reject.""",""
