"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","FQ2IWe src","Jn12ke src","ah5Ghc","ah5Ghc 2","W4Efsd 6","A1zNzb href","J8zHNe","bbPy1","doJOZc","M4A5Cf"
"https://www.google.com/maps/place/Takoyaki+Ka+Aal+%28W@rjok_in%29/data=!4m7!3m6!1s0x2e69f7fb7062dd7f:0xa11a2e6e27faa86f!8m2!3d-6.1994207!4d106.77519!16s%2Fg%2F11mw8j_zct!19sChIJf91icPv3aS4Rb6j6J24uGqE?authuser=0&hl=id&rclk=1","Takoyaki Ka Aal (W@rjok_in)","5,0","(3)","","","Sesuai untuk keluarga","·","Jl. Komp. Dpr I Atas No.4, RT.4/RW.2","Buka","· Tutup Min pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH1wL33WknP7ZoSpWPJcf7amBGfTZX03oW4zREjnGDAAR_WRNRo_9UpYGYSZIe2aOmUDfkBxLh1pxifpNUe8imOlUDdb1jNwapzeNPhIuA5PENYN1Oc_gqS3M0HQbEKHRUbEKDr=w80-h106-k-no","","Makan di tempat","Bawa pulang","","","","","","·"
"https://www.google.com/maps/place/Ayam+Bakar+Kambal/data=!4m7!3m6!1s0x2e69f12293638da3:0x4bc90a845893d196!8m2!3d-6.2113635!4d106.7834814!16s%2Fg%2F12lw68bgr!19sChIJo41jkyLxaS4RltGTWIQKyUs?authuser=0&hl=id&rclk=1","Ayam Bakar Kambal","4,4","(2.365)","·","Rp 25–50 rb","Ayam","·","·","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFH1k-qfHM1sxXE8UuipZk4SEX-mQ08kYXZhd-kOsoSnl_n80fBfdWPxCRGw6Mnoe2FABjMSxTrXDA2u_Weg4e3gj3r0r11Q4Ngs-tmnxPQPqFKctej4Kwbr9YmSeDb0DSKItqwhg=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Semua menunya enak, terjangkau, bersih top deh""","","Jl. Tanah Baru I No.1 4, RT.6/RW.13","https://www.google.com/viewer/chooseprovider?mid=/g/12lw68bgr&g2lbs=AIBNGdWaUrff5Tu4R7efqKVvId_w5zpNhIIsHAcjGZRD_5vEwZdk5clVzdTANmsV4qaytve1khaTV3GFv8k4zrp-wtD-74Na0A%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=LqbjaeSCEbahnesPx4WiyQI&ei=LqbjaeSCEbahnesPx4WiyQI&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Sayur+Asem+Bu+Marlin/data=!4m7!3m6!1s0x2e69f7baa11a20c5:0x283e63706e137394!8m2!3d-6.2007308!4d106.7836747!16s%2Fg%2F11hz2z7hvl!19sChIJxSAaobr3aS4RlHMTbnBjPig?authuser=0&hl=id&rclk=1","Sayur Asem Bu Marlin","4,4","(19)","","","Restoran","·","Jl. Kyai H. Syahdan No.18, RT.6/RW.12","Tutup","· Buka Min pukul 11.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGkeU7oINLcQ31CW6e6L11zG2jgQLGRIUO2GpTRNO8GmZQ-gFIlX2mtjo36q0LLANt2StkGZH9IM4_KLAN0EciOTu-5izmXXhdG3D4Ic1fLH31q22RhT-fPe2iZ-Ytzc9Rp1gpgT9HF1hOG=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Sayur asemnya segar banget, kuahnya pas antara asam dan gurih.""","","","https://www.google.com/viewer/chooseprovider?mid=/g/11hz2z7hvl&g2lbs=AIBNGdVC6KWtGDlBQPykLUYU_jeEB2Ag2bH3XqDxn6tAom0Y7xQcAKsJaq-Sf5jPwqPd16-oTC5rBeLhJ4trOPuupCtA29wRgg%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=LqbjaeSCEbahnesPx4WiyQI&ei=LqbjaeSCEbahnesPx4WiyQI&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Pecel+Lele+Prapatan+Srengseng/data=!4m7!3m6!1s0x2e69f717a9ec7aa9:0x28cdf5ca98f63552!8m2!3d-6.1965691!4d106.7563609!16s%2Fg%2F11c0r5dqdk!19sChIJqXrsqRf3aS4RUjX2mMr1zSg?authuser=0&hl=id&rclk=1","Pecel Lele Prapatan Srengseng","4,5","(87)","·","$","Pujasera","·","Jl. Meruya Ilir Raya No.50 6, RT.6/RW.5","Buka","· Tutup pukul 01.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH0dPVq6vuGqzGV9oHnkjAyD1uc_dSW3JbDV5iArUQzfULBfbc5xoh58bfvCsb9KnKGPIc2j1n2mNHsoQ9jHHUbNV4kCC8GcPFvX6rDhn9PIRsjnXWE00HTltekd2PhCfivjHCRSw=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Biasa aja tempat dan rasanya cuma enak buat nongkrong""","","","","","","",""
"https://www.google.com/maps/place/Dimsum+Bamboo/data=!4m7!3m6!1s0x2e69f78ec9da80db:0x3be804dc5dd3d707!8m2!3d-6.2007828!4d106.7838132!16s%2Fg%2F11gsbjcqc0!19sChIJ24DayY73aS4RB9fTXdwE6Ds?authuser=0&hl=id&rclk=1","Dimsum Bamboo","4,5","(11)","","","Dim Sum","·","Marlin Square, Jl. Kyai H. Syahdan No.18A 7, RT.6/RW.12","Segera tutup","· 23.00 · Buka Min pukul 11.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEJEyjgmcBxk58vaSrJAxmqW6Rj3E-t6gCpSjRzOEv37L7BIjHWm5uwCVWmQOVH24iYU38Eixo4GgrRhDytYkfM61UgOIlYJf-RNr2JNys8Tk2Z5SAYGcgsm2sF4B1ZM7ASoYM2kQ=w122-h92-k-no","","Makan di tempat","Bawa pulang","","","","","","·"
"https://www.google.com/maps/place/Ayam+Bakar+Jibless/data=!4m7!3m6!1s0x2e69f6c327f4f061:0x246c172e58296db5!8m2!3d-6.2007495!4d106.7832445!16s%2Fg%2F11cnc9ss5_!19sChIJYfD0J8P2aS4RtW0pWC4XbCQ?authuser=0&hl=id&rclk=1","Ayam Bakar Jibless","4,0","(3)","","","Ayam","·","Jalan Kh Syahdan No 17 Kemanggisan Palmerah, Jakarta Barat, RT.6/RW.12","Buka","· Tutup pukul 01.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-ZuFOBPRtdPTxLi6iOpnaw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=335.32443&pitch=0&thumbfov=100","","Makan di tempat","Bawa pulang","","","","","","·"
"https://www.google.com/maps/place/Mapo+Galmaegi+-+Magal+BBQ+Puri/data=!4m7!3m6!1s0x2e69f711847183f5:0x40f8004a92904cb6!8m2!3d-6.1912893!4d106.7533519!16s%2Fg%2F11g8_0dgny!19sChIJ9YNxhBH3aS4RtkyQkkoA-EA?authuser=0&hl=id&rclk=1","Mapo Galmaegi - Magal BBQ Puri","4,5","(1.448)","·","$$$","BBQ Korea","·","Jl. Taman Aries No.3D, RT.10/RW.3","Tutup","· Buka Min pukul 11.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFOvnjawcYuDo4qouAvvtVhKy30Ir33Y5syOaBG6rQ5wIlVk5HRjJ7-f95X96aweinWqs96m6Q9GaHhTO2hRe1fkfhDIJzUCaSR5PilczIRza2KRKl_3V_9KBRvi9SNFJaUi5b8=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""best grilled bbq, kimchi rameyon nya recommend, kopinya enak😍.""","","Restoran mewah dengan BBQ Korea & klasik","https://www.google.com/viewer/chooseprovider?mid=/g/11g8_0dgny&g2lbs=AIBNGdVUb_2yZbQWrYM1tz4t_THX8KiSxZvg9n0IdK7r4dwB9UxKDUw_cMMeZ4uYnljM2aoZytBP2-VQyTZR7q-S5sLfIh37sw%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=L6bjaYzePJ2RseMPm4rOqAM&ei=L6bjaYzePJ2RseMPm4rOqAM&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Sate+Padang+Pariaman+Doa+Mandeh/data=!4m7!3m6!1s0x2e69f6c3526be2e3:0x41389d125d62f456!8m2!3d-6.2028237!4d106.782723!16s%2Fg%2F11cjj0l436!19sChIJ4-JrUsP2aS4RVvRiXRKdOEE?authuser=0&hl=id&rclk=1","Sate Padang Pariaman Doa Mandeh","4,6","(52)","","","Sate","·","·","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH7rCgn2pdicExG4z3uzOITll5ha63NowCsygaHzwINlQ1q-lbQd7Xl-uP1RCL629Iz1GhERMn2LB62ufD4_oLqpN2yFleQzisvdeBbcEleSk-Dnrdvn82_ayywVTFTsGP7cShR3g=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kualitas rasa agak beda/menurun karena sudah beda yg masak.""","","3, Jl. Rw. Belong No.41B, RT.3/RW.6","https://www.google.com/viewer/chooseprovider?mid=/g/11cjj0l436&g2lbs=AIBNGdXb7cH8ka2lCer0ScsLMjOlH8CbwDyakJ5WywjdJzYvUU3pFVB5mIu-G3v0RoFdVndC8dgstJ-gLklOOoFbaV7b_iSfxg%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=L6bjaYzePJ2RseMPm4rOqAM&ei=L6bjaYzePJ2RseMPm4rOqAM&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/prima+rasa+ayam+penyet+kemanggisan/data=!4m7!3m6!1s0x2e69f6c345e68685:0x822e1e3e1d804e2b!8m2!3d-6.2024513!4d106.783305!16s%2Fg%2F11fyzdklzk!19sChIJhYbmRcP2aS4RK06AHT4eLoI?authuser=0&hl=id&rclk=1","prima rasa ayam penyet kemanggisan","4,5","(4)","","","Ayam Penyet","·","Blok U, Jl. U Raya Blok U No.25, RT.9/RW.15","Tutup","· Buka Min pukul 10.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CxiUVfmyKaoJ2tiI29bRcA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=106.93324&pitch=0&thumbfov=100","","Makan di tempat","Bawa pulang","","","","","","·"
"https://www.google.com/maps/place/Healthyfood.jakarta/data=!4m7!3m6!1s0x2e69f76f9b7f749b:0xd1f4dc4df546bb41!8m2!3d-6.1866361!4d106.7801491!16s%2Fg%2F11h2fgc4hj!19sChIJm3R_m2_3aS4RQbtG9U3c9NE?authuser=0&hl=id&rclk=1","Healthyfood.jakarta","3,3","(11)","","","Makanan Sehat","·","Jl. Asem No.1 2, RT.2/RW.12","Tutup","· Buka Min pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE1kWLx8j44BZ-vRTAwMbSzyP6B62CWJLj_jUrZ8VvzwfFueUcSqDzOXZx3E_7QK2mArjQ8HAaFoRQ3-WvKNvG9yjibsHM-zR9shH2lHmdBw69AnOlZdmt5GFEhDHNT7MSVrhoZHQ=w92-h92-k-no","","Makan di tempat","Bawa pulang","","https://www.google.com/viewer/chooseprovider?mid=/g/11h2fgc4hj&g2lbs=AIBNGdUUQXUuzmp3RqRTQrwJLSB9KepwGFFtHqC9umvYFMudjLR5lVSgL1F5XqrGt2avQLomIdGy5skusHpiGcaegGwM_KalAg%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=L6bjaYzePJ2RseMPm4rOqAM&ei=L6bjaYzePJ2RseMPm4rOqAM&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","","·"
"https://www.google.com/maps/place/Bakso+Aan/data=!4m7!3m6!1s0x2e69f7112e8ddec7:0x2fd78cd767621a8e!8m2!3d-6.1935069!4d106.7553415!16s%2Fg%2F11c1q97b11!19sChIJx96NLhH3aS4RjhpiZ9eM1y8?authuser=0&hl=id&rclk=1","Bakso Aan","4,4","(1.115)","·","Rp 50–75 rb","Bakso","·","11, Jl. Pesanggrahan No.8C 11, RT.11/RW.3","Tutup","· Buka Min pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH8mLV0aWBm44DE-y9lrhe4XZbzFKhUC-iOFAjVvV8bCv0GK3Ah2oFsITMdSmsOGWHrnbQLsBoPONa5kgptRvQ7ZZPmppZrJxs6Utorrxq8Jk69HaXip1Bxoot2yAXYG-oBfgQy=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Banyak variasi pilihan bakso dan daging dengan kuah yg lezat.""","","Menu kaki lima Indonesia di kedai nyaman","https://www.google.com/viewer/chooseprovider?mid=/g/11c1q97b11&g2lbs=AIBNGdXwtlu7xvxuKWTyAhUv6lMW04lbtcl8l1cxcEXvkYiA1SWJNrnw0JszGZSiG5zJ9eSLdRhjrEekZCb0TFYL6aVr1WE_EA%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=L6bjaYzePJ2RseMPm4rOqAM&ei=L6bjaYzePJ2RseMPm4rOqAM&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Tangyue+Xiaoguan+Restoran+%E6%A3%A0%E6%82%A6%E5%B0%8F%E9%A6%86%C2%B7%E5%B7%9D%E7%B2%A4%E8%9E%8D%E5%90%88%E8%8F%9C/data=!4m7!3m6!1s0x2e69f7565122f097:0x4ba8e2a3211130cd!8m2!3d-6.1773957!4d106.7890404!16s%2Fg%2F11y87b845z!19sChIJl_AiUVb3aS4RzTARIaPiqEs?authuser=0&hl=id&rclk=1","Tangyue Xiaoguan Restoran 棠悦小馆·川粤融合菜","4,6","(65)","","","China","·","Central Park Podomoro City Garden Shopping Arcade, Blok Clairmont No.9AP, Letjen S. Parman No.Kav 28, RT.12/RW.6","Buka","· Tutup pukul 02.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGs6AwAuzhP1dLNBDLv5HRYAZGNewhdh0LVNoYa45DkUTUG8LJsV000zi1IG_1mCUqgAPkzZjRB4Ba0IfJAK8BimgmfgTnjmbCQMhf_U6W0YXkKT8xCU5mm6nFy_NucgUXJ1RLXdFEuXb30=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""makanannya enak bgt, staff nya ramah, harganya sangat worth it.""","","","","","","",""
"https://www.google.com/maps/place/Nasi+Uduk+Hj.Aweh,+Warung+Ba%27so+Teteh+%26+snack/data=!4m7!3m6!1s0x2e69f6e89bcbfb3b:0x4e4315c1b7af42ba!8m2!3d-6.1947879!4d106.7832419!16s%2Fg%2F11c55br4yk!19sChIJO_vLm-j2aS4RukKvt8EVQ04?authuser=0&hl=id&rclk=1","Nasi Uduk Hj.Aweh, Warung Ba'so Teteh & snack","4,7","(18)","","","Betawi","·","Jl. Kemanggisan I Jl. Kemanggisan Ilir V No.103 5, RT.5/RW.13","Tutup","· Buka Min pukul 06.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFCHVVnEgI9rGVwiuqsqxlQtwyPzsqFPsMtsdDkPJWfIeUj1Y6WYolTzJmuYdwQExoBe5VVZ2IcUfqkCCTFS1_aih5M6AAfln6DFCQkJGpPhJgKA-sSRta7ufJQs2iDITKp69eZ=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Nasi uduk yang enak buat sarapan""","","","","","","",""
"https://www.google.com/maps/place/Warung+Nasi+Goreng+Mawuut/data=!4m7!3m6!1s0x2e69f6c34a08be71:0x1365e605668dc320!8m2!3d-6.2020775!4d106.7827969!16s%2Fg%2F11bcf2_mmq!19sChIJcb4ISsP2aS4RIMONZgXmZRM?authuser=0&hl=id&rclk=1","Warung Nasi Goreng Mawuut","4,5","(2)","","","Nasi Goreng","·","No. 82 Kecamatan Palmerah, Kelurahan, Jl. Raya Kb. Jeruk, RT.9/RW.15","Tutup","· Buka Min pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFFSzfmFDjfq3G9W0kOdtXFEhZxluVdq8xVpOc52PlC53DzxPjI2c31B5BJkXIm0-_dGn5BWQkVhY99EDdlJ_q8Vx1YeLmC7KvKOE53oKQvRa12Q-WbherLN5imS_YceAXsjriq=w88-h92-k-no","","Makan di tempat","Bawa pulang","","","","","","·"
"https://www.google.com/maps/place/Gerobak+Betawi+Taman+Ratu/data=!4m7!3m6!1s0x2e69f7879df5c781:0x85180bdf3de3485f!8m2!3d-6.1699866!4d106.7666034!16s%2Fg%2F1hm1wcqmq!19sChIJgcf1nYf3aS4RX0jjPd8LGIU?authuser=0&hl=id&rclk=1","Gerobak Betawi Taman Ratu","4,4","(2.571)","·","Rp 50–75 rb","Indonesia","·","·","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE_lTWXLpY4dmhQ9IuIYR43zXGdhB9HjT3KoMToyc1TMNtpvqjsTvmSKtscTY8ZZu7w5Yah86dZZ2HxKb_KVvdxYbmWBOJoU5vISq7uscrT4tJoHvnWbC41C1x_PGrIw3WOMdHk=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tapi sate ayamnya Ok, pake daging dada tapi tetap juicy Dan tender.""","","Jl. Surya Wijaya Blk. BB1 No.1D, RT.9/RW.11","https://www.google.com/viewer/chooseprovider?mid=/g/1hm1wcqmq&g2lbs=AIBNGdXMXk6Cj-MiyawpMt3YPLzaFt9BJbakyIuQjzWuEndLxuIGvQ2VNR5anfjDRS10wM_AbQSCp1PXqSYlI0WwrH1hUFIdgg%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=L6bjaYzePJ2RseMPm4rOqAM&ei=L6bjaYzePJ2RseMPm4rOqAM&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Restoran+berkah+hokki+Kemanggisan/data=!4m7!3m6!1s0x2e69f7c55e646cab:0xa021377be493fb0f!8m2!3d-6.1921823!4d106.7851885!16s%2Fg%2F11ss4k5y1n!19sChIJq2xkXsX3aS4RD_uT5Hs3IaA?authuser=0&hl=id&rclk=1","Restoran berkah hokki Kemanggisan","5,0","(4)","","","Makanan Siap Saji","·","Jl. Kemanggisan Raya No.1, RT.1/RW.8","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG2bF8U4TnhoKRMHPl4-HQEeCi7fWPEjYedwPD1UDkfmLnOasYA6iEbaN71ehQMC0bBSUpXIEeNQrgtOPS1q8XxR2qwhh4AOicYA3-mM6vLKDdjeUV4mmJJfVOt1rBn8rsveS-22g=w137-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya enak banget, mantapp""","","","","","","",""
"https://www.google.com/maps/place/Angkringan+Nasi+Kucing+Solo%22mbah+MO%22/data=!4m7!3m6!1s0x2e69f7111b65ea2d:0xcbd992c603421343!8m2!3d-6.192077!4d106.755437!16s%2Fg%2F11g6tyfjk3!19sChIJLeplGxH3aS4RQxNCA8aS2cs?authuser=0&hl=id&rclk=1","Angkringan Nasi Kucing Solo""mbah MO""","4,6","(49)","","","Jawa","·","·","Buka","· Tutup pukul 02.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG_4iWPDaG5m4m0jDzxX5ePFgft3SrRCQ7y1vOf4nihHQK2aUSbS5s88S8HqT6DC15wrRLs_aWg6FVQ2iQjI-mCHFFOD6ZAARKMvxR-kUo_fK5J5_1Gczaxg_AvYIn7hr3OFs41=w163-h92-k-no","","Makan di tempat","Bawa pulang","RT.11/RW.3","","","","","·"
"https://www.google.com/maps/place/Ayam+Goreng+Suharti/data=!4m7!3m6!1s0x2e69f7216b1de327:0xa9be30ee191f514e!8m2!3d-6.1887024!4d106.7554059!16s%2Fg%2F11rfc5_n41!19sChIJJ-MdayH3aS4RTlEfGe4wvqk?authuser=0&hl=id&rclk=1","Ayam Goreng Suharti","4,5","(136)","","","Indonesia","·","Jl. Pesanggrahan No.15a 2, RT.2/RW.7","Tutup","· Buka Min pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEXdhGR3lbZZE3AHLePhE_ryYcusBfJyxjv0DQ9YajLNMhylcnkVXowX-ujCHTmA207qHmrzcOVrA7KbULeKhERweHc-7-PUT-AV20txIP_BFymdsd9fZWmyrRgvgYvQxLd96GZ=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Jaman dulu masih enak , ayam goreng sama sambel nya enak rasanya pas.""","","","https://www.google.com/viewer/chooseprovider?mid=/g/11rfc5_n41&g2lbs=AIBNGdXi6ZR0yJKY_IFu3Ej34zo8yq6Sm1Pkr03mOi4UgV1jg9Qtnv0bvNL4I0PRauHvOt9GODkG0EuLDus4QhO3_tezZx2QgA%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=L6bjaYzePJ2RseMPm4rOqAM&ei=L6bjaYzePJ2RseMPm4rOqAM&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Central+Kitchen+Marco/data=!4m7!3m6!1s0x2e69f68800a2bfbf:0xa77bfb1d75906327!8m2!3d-6.1772649!4d106.8059974!16s%2Fg%2F11g9gjncjh!19sChIJv7-iAIj2aS4RJ2OQdR37e6c?authuser=0&hl=id&rclk=1","Central Kitchen Marco","4,7","(39)","","","Rumah Makan","·","no Jl. Tomang Asli No.58a 10, RT.10/RW.2","Buka","· Tutup pukul 03.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=G-ueyO-HjPLElN9r24wVKQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=153.57822&pitch=0&thumbfov=100","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Aman sentosa 😁😇😍""","","","","","","",""
"https://www.google.com/maps/place/Dimsum+Ayu/data=!4m7!3m6!1s0x2e69f6c4b1a34e0d:0xc6ab346227abff9e!8m2!3d-6.2040696!4d106.7827891!16s%2Fg%2F11c59sk9kf!19sChIJDU6jscT2aS4Rnv-rJ2I0q8Y?authuser=0&hl=id&rclk=1","Dimsum Ayu","3,9","(22)","","","Dim Sum","·","Jl. Rw. Belong No.33 7, RT.1/RW.15","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFjSArpfuLMQnah3lF4dHw5ZXx9rb3yJIiVpzDkhr5BBPTyyqR74vyEToutlSIKP_s0O3Hzw-oxb-0uv5AXTafVxWLIRWVZD0OIBt6pr76FoTagu11gFMpRqyz7Jt9z76H3cRtFNw=w80-h106-k-no","","Makan di tempat","Bawa pulang","","","","","","·"
