"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","FQ2IWe src","Jn12ke src","ah5Ghc","ah5Ghc 2","ah5Ghc 3","A1zNzb href","J8zHNe","bbPy1"
"https://www.google.com/maps/place/Pizza+Tarik+Jogjakarta/data=!4m7!3m6!1s0x2e7a590063bf4803:0x133178291897418a!8m2!3d-7.758293!4d110.3919249!16s%2Fg%2F11xt4s6lzc!19sChIJA0i_YwBZei4RikGXGCl4MRM?authuser=0&hl=id&rclk=1","Pizza Tarik Jogjakarta","4,4","(21)","","","Stan Pizza","·","","Jl. Pandean Sari III No.10 A","","Buka","· Tutup pukul 21.45","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH4yFUuCTFLsZ1oJMQ7Y_hXKnCAIO-aCiHWrXK_crM10sQSiRQZ_bl1sUD-yI7K6WsXXs7olVvRQRJMmIa9H2Edaqti1WD59raooepH_J3Lf3c6ZkrPE-_VFw97dDjAHGLR4CExlRzM233J=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Pizza","Tarik murah yang bikin dompet tetep aman.""","","",""
"https://www.google.com/maps/place/Pizza+pawon/data=!4m7!3m6!1s0x2e7a57bbd1f61929:0xda211cc421eb85a0!8m2!3d-7.7925288!4d110.4013442!16s%2Fg%2F11smrzwcvh!19sChIJKRn20btXei4RoIXrIcQcIdo?authuser=0&hl=id&rclk=1","Pizza pawon","4,9","(57)","·","Rp 25–50 rb","Pizza","·","","Jalan","","Tutup","· Buka Sen pukul 14.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGzjfWaUh2665DRFiaZrtjiAdiZPtj-wNRIset4W6Wt_TEyGQ8gvS2KHRItfR6lBERmLnLbvthf88wmfowaD72QROg9nPwYl8Ug4RRlEJ8vZGMGGKkK1Y_pp7TrU8L_mD7DlJL3ow=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Mantaaab tenan pizzanya... Rasanyaaa nikmak banget""","","","","",""
"https://www.google.com/maps/place/Aroma+Italia+Pizza+Express+CATURTUNGGAL/data=!4m7!3m6!1s0x2e7a59a6364982d1:0xc4d5203317be4af6!8m2!3d-7.7741264!4d110.4087773!16s%2Fg%2F11lv8k57vn!19sChIJ0YJJNqZZei4R9kq-FzMg1cQ?authuser=0&hl=id&rclk=1","Aroma Italia Pizza Express CATURTUNGGAL","4,7","(68)","·","Rp 50–75 rb","Pizza","·","","·","Jl. Raya Kledokan No.58","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFSx-LcfT_ZQpLhpKQXaPorkysXlbPP4CrDkM1Ko6KAqXzbJyA1qqfQuBCSex5uSfCR-98hSnfdnyhN_K3j89HNgeWVEggoykWv7DOpqt66sg7AQ-Pfku9Qg_B9bLUGVxyjptRthrLaKk7W=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""pizzanya dan pastanya enak bangettt, keju dan dagingnya ga pelit.""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFsdjhrNTd2bhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Cir3admIIpOY4-EP4eLOqQo&ei=Cir3admIIpOY4-EP4eLOqQo&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/PIZZW+LEBAR+YOGYA/data=!4m7!3m6!1s0x2e7a59001597452d:0x138893234fde5871!8m2!3d-7.7703582!4d110.3833217!16s%2Fg%2F11y0xqfkt5!19sChIJLUWXFQBZei4RcVjeTyOTiBM?authuser=0&hl=id&rclk=1","PIZZW LEBAR YOGYA","3,7","(3)","","","Pizza","·","","Ruko Nirwana, Jalan baru lembah UGM, Karang Malang Blok E 1, RT 06 RW 02 Caturtunggal Depok Sleman Yogyakarta 55281","","Tutup","· Buka Sen pukul 11.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHmbl5PaaaCq6vUW6Oc33m1r3mnidoqxe20SgxFY7vEkQqNl3Nc8b_qYApqc2rVAflT_kJ62GrKeSY_mgH18SgR8DmkEkJtVB0CfIWFGlZcz4Sb0hOnq_OuXUfLkcvElwGxeZMwi_1JItQ=w92-h92-k-no","","Makan di tempat","Bawa pulang","Pesan antar","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF5MHhxZmt0NRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Cir3admIIpOY4-EP4eLOqQo&ei=Cir3admIIpOY4-EP4eLOqQo&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/TUNQU+NANGKRING+%28Italian+Pitza+Emperan%29/data=!4m7!3m6!1s0x2e7a58124ba41c65:0x3c7d4ef4b0ac01ef!8m2!3d-7.7886001!4d110.3664466!16s%2Fg%2F11f40pz0j9!19sChIJZRykSxJYei4R7wGssPROfTw?authuser=0&hl=id&rclk=1","TUNQU NANGKRING (Italian Pitza Emperan)","4,7","(2.719)","·","Rp 25–50 rb","Pizza","·","","·","Jl. P. Mangkubumi","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF_2myHwvTsVODPto2tRZSGsSv2B6RsgwWcXEby9yKESjd0vcyVZeUS-m9E-1iXd-cl_uRVY_BmaN_E_9nCNyABAtdf2rHgdOElRsaI73ceI7W_4Sn6iEM-CtqdzRD2HKsMKEhMRA=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Pizza","enak dan unik,layanan baik,suasana riuh kurang nyanan""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFmNDBwejBqORgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=DSr3aafMIv3E4-EPvejiiAk&ei=DSr3aafMIv3E4-EPvejiiAk&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Pizza+pawon/data=!4m7!3m6!1s0x2e7a57bbd1f61929:0xda211cc421eb85a0!8m2!3d-7.7925288!4d110.4013442!16s%2Fg%2F11smrzwcvh!19sChIJKRn20btXei4RoIXrIcQcIdo?authuser=0&hl=id&rclk=1","Pizza pawon","4,9","(57)","·","Rp 25–50 rb","Pizza","·","","Jalan","","Tutup","· Buka Sen pukul 14.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGzjfWaUh2665DRFiaZrtjiAdiZPtj-wNRIset4W6Wt_TEyGQ8gvS2KHRItfR6lBERmLnLbvthf88wmfowaD72QROg9nPwYl8Ug4RRlEJ8vZGMGGKkK1Y_pp7TrU8L_mD7DlJL3ow=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Mantaaab tenan pizzanya... Rasanyaaa nikmak banget""","","","","",""
"https://www.google.com/maps/place/Aroma+Italia+Pizza+Express+CATURTUNGGAL/data=!4m7!3m6!1s0x2e7a59a6364982d1:0xc4d5203317be4af6!8m2!3d-7.7741264!4d110.4087773!16s%2Fg%2F11lv8k57vn!19sChIJ0YJJNqZZei4R9kq-FzMg1cQ?authuser=0&hl=id&rclk=1","Aroma Italia Pizza Express CATURTUNGGAL","4,7","(68)","·","Rp 50–75 rb","Pizza","·","","·","Jl. Raya Kledokan No.58","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFSx-LcfT_ZQpLhpKQXaPorkysXlbPP4CrDkM1Ko6KAqXzbJyA1qqfQuBCSex5uSfCR-98hSnfdnyhN_K3j89HNgeWVEggoykWv7DOpqt66sg7AQ-Pfku9Qg_B9bLUGVxyjptRthrLaKk7W=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""pizzanya dan pastanya enak bangettt, keju dan dagingnya ga pelit.""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFsdjhrNTd2bhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=DSr3aafMIv3E4-EPvejiiAk&ei=DSr3aafMIv3E4-EPvejiiAk&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Pizza+Hut+Delivery+-+PHD+Indonesia/data=!4m7!3m6!1s0x2e7a5990fb11bb1f:0x4fa8ac098f6828ac!8m2!3d-7.7650811!4d110.4106827!16s%2Fg%2F11gglt20fb!19sChIJH7sR-5BZei4RrChojwmsqE8?authuser=0&hl=id&rclk=1","Pizza Hut Delivery - PHD Indonesia","4,6","(1.129)","·","$$","Stan Pizza","·","","·","Jl. Seturan Raya No.A100","Buka","· Tutup pukul 02.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGqafBtf4d0wOx58hISyJjXIqMTaRxYCw-We-Gx-Eqka53A_AT8ef4_scnsTKqgsb0jsJaUTescO-mZkBXPqxfsQW3iKoizi07fc8ixngj_B5sPtx3XF8M8eDQBxKt5YMb7ilmeJEsrb69m=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Download apps,beli","pizza","dapet gratis 1","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFnZ2x0MjBmYhgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=DSr3aafMIv3E4-EPvejiiAk&ei=DSr3aafMIv3E4-EPvejiiAk&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/PIZZW+LEBAR+YOGYA/data=!4m7!3m6!1s0x2e7a59001597452d:0x138893234fde5871!8m2!3d-7.7703582!4d110.3833217!16s%2Fg%2F11y0xqfkt5!19sChIJLUWXFQBZei4RcVjeTyOTiBM?authuser=0&hl=id&rclk=1","PIZZW LEBAR YOGYA","3,7","(3)","","","Pizza","·","","Ruko Nirwana, Jalan baru lembah UGM, Karang Malang Blok E 1, RT 06 RW 02 Caturtunggal Depok Sleman Yogyakarta 55281","","Tutup","· Buka Sen pukul 11.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHmbl5PaaaCq6vUW6Oc33m1r3mnidoqxe20SgxFY7vEkQqNl3Nc8b_qYApqc2rVAflT_kJ62GrKeSY_mgH18SgR8DmkEkJtVB0CfIWFGlZcz4Sb0hOnq_OuXUfLkcvElwGxeZMwi_1JItQ=w92-h92-k-no","","Makan di tempat","Bawa pulang","Pesan antar","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF5MHhxZmt0NRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=DSr3aafMIv3E4-EPvejiiAk&ei=DSr3aafMIv3E4-EPvejiiAk&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Pizza+Hut+Delivery+-+PHD+Indonesia/data=!4m7!3m6!1s0x2e7a59c91368a02d:0x489d5086caee9154!8m2!3d-7.7778174!4d110.3858977!16s%2Fg%2F11cr_rtj13!19sChIJLaBoE8lZei4RVJHuyoZQnUg?authuser=0&hl=id&rclk=1","Pizza Hut Delivery - PHD Indonesia","4,6","(1.395)","·","$$","Stan Pizza","·","","·","Jl. Colombo Jl. Samironobaru No.6D","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHXzZvqNvJUU-sdhH5fN097icBG74YmAMHJNT01HWhQ5_QdwVpKMoyVaj1P4rfv55BFqLEHtjqEVzdn-7v3fnzMv3bBdKsjmI2NEWpQ8zV6lp2jv3jVGu6mZymCieU32nF1Xhs=w113-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Best bngt pizzanya dan karyawannya ramah bangettt promonya juga banyak👍🏻""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFjcl9ydGoxMxgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=DSr3aafMIv3E4-EPvejiiAk&ei=DSr3aafMIv3E4-EPvejiiAk&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Martabak+Manis+Paradox/data=!4m7!3m6!1s0x2e7a59548878ff1f:0xc16b50a713174665!8m2!3d-7.7561768!4d110.4095952!16s%2Fg%2F11wvmbm87k!19sChIJH_94iFRZei4RZUYXE6dQa8E?authuser=0&hl=id&rclk=1","Martabak Manis Paradox","5,0","(21)","·","Rp 25–50 rb","Martabak","·","","Jl. Nusa Indah","","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEndJqGEqDfxm37cCy_nVHpm8h8VncpcCmjFeeDWcM4DKbKekNSRGHNwR9BqNaI5hkCUzRgfP9sqGCQn2qoU7hmAnUUwG73GUpIm7ff4P5NpoPCBBmthn9lJIUWkxhKJXqRcW1Dnj9EgY22=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rasanya unik sekali, adonannya martabak tapi topping ala","pizza",".""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF3dm1ibTg3axgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=DSr3aafMIv3E4-EPvejiiAk&ei=DSr3aafMIv3E4-EPvejiiAk&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Pitza+Tungku+Nangkring/data=!4m7!3m6!1s0x2e7a59149061f8c5:0xe8a841fa14ed3d0e!8m2!3d-7.7885928!4d110.3664751!16s%2Fg%2F11fkmdhsss!19sChIJxfhhkBRZei4RDj3tFPpBqOg?authuser=0&hl=id&rclk=1","Pitza Tungku Nangkring","4,7","(31)","","","Toko Kelontong Italia","·","","6968+HH9, Jl. Margomulyo","","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEnIbLDVNAJ8iLY0mvsOTiBTVbgRPyDRmBEBc1EzF-EVYF4XFX1ilE9HdolU0iCJXdFAh1O8JMfIxdkTNIJM32vBtbXjzow8hfFFoV1hOlZcJNtHPhKHBQocJhFYT2xPB9VrDzt=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Suka banget tipe","pizza","yang kayak gini.""","","",""
"https://www.google.com/maps/place/Roll9+Pizza/data=!4m7!3m6!1s0x2e7a59df6f6666a9:0x57c0224498da173a!8m2!3d-7.756498!4d110.4103889!16s%2Fg%2F11k0kzt5xc!19sChIJqWZmb99Zei4ROhfamEQiwFc?authuser=0&hl=id&rclk=1","Roll9 Pizza","5,0","(25)","","","Pizza","·","","Jl. Tambakboyo No.36C","","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHR1NBwwuCnlwZcl-dEeoPt5wtJDt7S9so4kql-PRz03P9CruFpjOL71doGXVZx2tLqbBw5uw_nBhjH70NHTICIHsMFVxNxutVD_ywtmt3sPnb5ow42rNVW2RHERc6WeuXcWfWt=w80-h100-k-no","","Makan di tempat","Bawa pulang","Antar tanpa bertemu","","",""
"https://www.google.com/maps/place/Pizza+Mercon+Mas+Falaqi/data=!4m7!3m6!1s0x2e7a596617d00f87:0x410dcaf7aff04f00!8m2!3d-7.7822466!4d110.3996083!16s%2Fg%2F11gr4px53k!19sChIJhw_QF2ZZei4RAE_wr_fKDUE?authuser=0&hl=id&rclk=1","Pizza Mercon Mas Falaqi","4,8","(6)","","","Kafe","·","","Jl. Ambar Madu No.178-217","","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHP44xrWYEc_m3uqg9wQAgAD-BuF_9ErsjuPYSqi5kpaR9EkkeR8eq4LoESF8KQkNtRQTP0SRGyYqsPMrZH3aoSdzJeG8TIa87rubTLFGx_GpZ3qdw4jFaQ_7UuNBHpt17_6dvj=w122-h92-k-no","","Makan di tempat","Bawa pulang","","","",""
"https://www.google.com/maps/place/QUESTA+PIZZA+QQ%27s+kitchen/data=!4m7!3m6!1s0x2e7a59147315daa9:0x736345da0ad6ad03!8m2!3d-7.7942253!4d110.3735078!16s%2Fg%2F11smjzvz3m!19sChIJqdoVcxRZei4RA63WCtpFY3M?authuser=0&hl=id&rclk=1","QUESTA PIZZA QQ's kitchen","5,0","(2)","","","Toko Roti","·","","Gg. Macanan No.543","","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFmn953GFSRbqDCdCvBvrN-CKwPFn8g9hrjCUzbQjhmPjmK1JbvE66_ShZGhQri3HNgO-pHxQnKw01l_4iqim6R1gGvf5FxOW-QQln2iZ-MRgfNee8xrd0hQe-fCZQkJOevzeEl=w80-h106-k-no","","Pesan antar","","","","",""
"https://www.google.com/maps/place/Pide+Turkish+Pizza+Yogyakarta/data=!4m7!3m6!1s0x2e7a59a0d46b25d7:0x19cadc6d0d9da78b!8m2!3d-7.7561901!4d110.3979716!16s%2Fg%2F11w1ch1f20!19sChIJ1yVr1KBZei4Ri6edDW3cyhk?authuser=0&hl=id&rclk=1","Pide Turkish Pizza Yogyakarta","5,0","(3)","","","Toko Roti","·","","Jl. Anggajaya 2","","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEGVH-qGolJTt628xuc6fU5r0DwxqT53-hXRGcLw_X-OLxUdcpaBbkmjKrKmxmEPEs7ZJn3fVe30jEfk4rFT87aqz6GR_baCDn9z3sl_zNDgU5Wls3NxTpPr6yghxaJ5yLV6_VD=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rasa yang khas, enak dan unik""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF3MWNoMWYyMBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=DSr3aafMIv3E4-EPvejiiAk&ei=DSr3aafMIv3E4-EPvejiiAk&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Chunda+Resto+%28%EA%A6%95%EA%A7%80%EA%A6%B2%EA%A6%B8%EA%A6%A4%EA%A7%80%EA%A6%9D%EA%A6%89%EA%A6%B1%EA%A7%80%EA%A6%A0%EA%A6%BA%EA%A6%B4%29/data=!4m7!3m6!1s0x2e7a59fbab4a9801:0x51e26b28e1cf287f!8m2!3d-7.7838743!4d110.4185465!16s%2Fg%2F11pf2k6jrl!19sChIJAZhKq_tZei4RfyjP4Shr4lE?authuser=0&hl=id&rclk=1","Chunda Resto (ꦕ꧀ꦲꦸꦤ꧀ꦝꦉꦱ꧀ꦠꦺꦴ)","4,5","(966)","","","Restoran","·","","·","Santan, Kalongan, RT.08/RW.29","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGKZulW1kfGSpTvMryfwce186hGoHQSpjdo_Tqf-q4oyOfaGXMP7TvZeWVVUsJhsF55imD4qJaKcmqoymEWlZtPp2WZzm_Uk6AU6WdxT_H-zD_o2i969WRugJxRr34UT4QQfWM=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Pizza","-nya enak ...suasana juga enak.""","","",""
"https://www.google.com/maps/place/Pizza+Gaza+Kledokan/data=!4m7!3m6!1s0x2e7a5900336a65ab:0x9afcdbd1d46885f9!8m2!3d-7.7787357!4d110.409307!16s%2Fg%2F11xl8mwlc6!19sChIJq2VqMwBZei4R-YVo1NHb_Jo?authuser=0&hl=id&rclk=1","Pizza Gaza Kledokan","5,0","(1)","","","Toko makanan beku","·","","Jl. Kledokan I Jl. Raya Kledokan No.17A","","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFzdEcRjRKSuBeOU_bbtVfoI_aeKtCS3ZL2xv5uMG5eEa7FKWTMIl5MjSXla_W5g5-aE8z6VWWDi6I1Ce5CmU1sFg3PiYfqpRlwCLg71PFCzyk5AUfGrgY_b06sFAA-zJJ0cFaOkb_Qq0A=w92-h92-k-no","","","","","","",""
"https://www.google.com/maps/place/%22+Kedai+Pizza+%22/data=!4m7!3m6!1s0x2e7a59d67d1c8073:0x10a4614f3eb0c398!8m2!3d-7.7926248!4d110.3850081!16s%2Fg%2F11c37hd_0g!19sChIJc4AcfdZZei4RmMOwPk9hpBA?authuser=0&hl=id&rclk=1",""" Kedai Pizza ""","4,2","(5)","","","Pesan-Antar Pizza","·","","Jl. Mawar III No.54","","Buka","· Tutup pukul 20.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEZOYN9dC5qdZ8XWecY7XzBHdZfQQWh5cytC1SHYYqzwlNQ-OSDMYOOb6AMrnt0RrGcqN0VlWgbbsyCWzGSRut9QDBqbqIo6RWjjiKWuhUhQcix0g47K2ywVMYOsqGFwRAmsvPvIw=w139-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Sukses terus kak👍""","","","","",""
"https://www.google.com/maps/place/Pizza+Lebar+Jogja/data=!4m7!3m6!1s0x2e7a59a46d7eca0f:0x66891a693eefc85a!8m2!3d-7.763527!4d110.3739918!16s%2Fg%2F11m5h7wr9c!19sChIJD8p-baRZei4RWsjvPmkaiWY?authuser=0&hl=id&rclk=1","Pizza Lebar Jogja","4,2","(5)","","","Toko Makanan","·","","Jl. Pogung Kidul No.08, RT.02/RW.49","","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFOz5-3gj9SYeSIVfxvJ22slTLup5enTSHTCTRWdQd21-EHY3Tktu88OrNYNwe5fTLvquZGoIaDoJDAcYVlvXrrWPY-D1DRphG5FimISmNs_3Ahv9299-bNEf8KIt6BHMs2fDdPDvMNlOA=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Secara harga memang murah, jadi ya gak bisa komplain too much.""","","","","",""
